,Omegam,Omegab,h,ns,sigma8,mnu,Neff,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,AIA,betaIA,etaIA
Omegam,6082569.185873194,-1964012.4861898064,411852.9095687634,517825.75037797773,2694266.7576699867,9807.172354225779,-14351.616260583756,-690169.2017618713,-56244.09530369785,-67037.67859473161,-2931.8520234978596,-204.2303105939318,13452.829339292923,16801.56838018698,19924.32594093183,17558.115299060337,1310.6802112431806,9086.45678838129,4632.187678242836,15733.556133749931
Omegab,-1964012.4861898064,2793646.697662716,-547437.7903601942,-563665.7953723496,-1728171.4162112495,30445.874793979896,22299.103425566725,-131169.60560991816,-134273.48002962902,-102625.74330054903,-75632.97188993545,-59184.49225183645,-47010.73177937647,-33270.83883348842,-17019.846049092463,-5249.84794645303,36879.48699554256,697.2282672349113,-683.6628203607158,816.2818345879261
h,411852.9095687634,-547437.7903601942,117102.82939171993,129396.56796981541,255823.08665228134,-8731.389147016962,-4617.550961538586,21547.69391783366,23051.884058020794,16773.244672658922,11282.193799584693,7773.875319855759,4861.161440502641,1276.1968418951637,-2732.0854844835976,-7332.866415625034,-15243.942343186623,-174.9899393945335,139.42109675334703,-216.97971068476792
ns,517825.75037797773,-563665.7953723496,129396.56796981541,157785.50068831985,184962.15653275992,-11032.27111933809,-4852.429567308405,25043.82411240231,18994.1933854264,8328.20479980365,1937.3077823771619,-498.258161657508,-4554.6445799490275,-8583.659752517191,-13398.749219077778,-19303.414089593927,-24968.69133393993,-277.0306854416167,267.76824682909466,-325.0257852160373
sigma8,2694266.7576699867,-1728171.4162112495,255823.08665228134,184962.15653275992,7319225.929180102,113775.09704580203,-7397.310523982808,555595.0816665709,450096.8501941302,342501.86458829016,280367.844389274,250550.70895679257,236712.7889214041,235771.49534089016,247448.43081971363,258666.63401845554,226194.9834647247,-863.6649442832522,2143.4728328004526,-516.0473386421675
mnu,9807.172354225779,30445.874793979896,-8731.389147016962,-11032.27111933809,113775.09704580203,3603.2149233670734,392.77186142575493,7657.010084757732,4911.539981711369,3571.721583459236,3213.65323015046,3269.000516028089,3544.354865493795,4124.041692968271,5109.548697104739,6395.9544862104785,7141.666691426658,-0.2823622872012528,36.31276311965142,13.36594425523207
Neff,-14351.616260583756,22299.103425566725,-4617.550961538586,-4852.429567308405,-7397.310523982808,392.77186142575493,193.68617271877375,-596.6906887500587,-738.7765232993111,-564.4370212680067,-383.6620684848536,-262.7032748724678,-162.9185255906586,-29.454465333319348,128.1340672498706,274.1767124884756,620.00454060091,5.60457161833763,-3.584548825353062,7.2874919362351225
b1,-690169.2017618713,-131169.60560991816,21547.69391783366,25043.82411240231,555595.0816665709,7657.010084757732,-596.6906887500587,599101.7869503736,-21801.60211164321,12644.410945285985,-141.50361754075294,99.22158363556663,11.453516930635146,5.256131628361328,2.975682092075199,0.44287581355248795,1.0506096158590907,30.647009770707427,-74.28779456342431,21.931773339912194
b2,-56244.09530369785,-134273.48002962902,23051.884058020794,18994.1933854264,450096.8501941302,4911.539981711369,-738.7765232993111,-21801.60211164321,425680.61719142494,-143669.7727889031,34388.21082525869,-2226.274086993828,144.93483873291873,5.138312253072356,0.21116266134873665,0.20623355825014322,0.1854827697149423,-118.98866500713558,271.2971618495597,-88.27966543766487
b3,-67037.67859473161,-102625.74330054903,16773.244672658922,8328.20479980365,342501.86458829016,3571.721583459236,-564.4370212680067,12644.410945285985,-143669.7727889031,592502.2445919141,-276447.01541273395,66363.12855311834,-4267.440984617167,200.0969345138438,7.233969519399197,0.1922729425320566,0.18234090466850605,94.11419764660862,-116.69674833182793,92.1677355749618
b4,-2931.8520234978596,-75632.97188993545,11282.193799584693,1937.3077823771619,280367.844389274,3213.65323015046,-383.6620684848536,-141.50361754075294,34388.21082525869,-276447.01541273395,697841.1722048619,-347878.63615960284,73897.03527785679,-4339.616072166262,125.83478194057341,2.1303687351614786,0.38155698052341863,-223.69346644666257,307.23022569403946,-208.03620355019547
b5,-204.2303105939318,-59184.49225183645,7773.875319855759,-498.258161657508,250550.70895679257,3269.000516028089,-262.7032748724678,99.22158363556663,-2226.274086993828,66363.12855311834,-347878.63615960284,716733.022817183,-334422.2366259037,61560.624619216214,-2762.318085827734,47.52931465873086,0.7012835327702862,7.034442718676375,4.826411501262678,19.0424959581141
b6,13452.829339292923,-47010.73177937647,4861.161440502641,-4554.6445799490275,236712.7889214041,3544.354865493795,-162.9185255906586,11.453516930635146,144.93483873291873,-4267.440984617167,73897.03527785679,-334422.2366259037,626014.6647365306,-257952.5104616399,36567.26273297323,-885.7445320643759,4.725089317297227,-48.49618796907814,73.18248942515477,-46.11560219386216
b7,16801.56838018698,-33270.83883348842,1276.1968418951637,-8583.659752517191,235771.49534089016,4124.041692968271,-29.454465333319348,5.256131628361328,5.138312253072356,200.0969345138438,-4339.616072166262,61560.624619216214,-257952.5104616399,475005.9627728472,-154820.79288188712,12939.0971797874,-41.1607424733555,19.12592679475085,37.37324025606733,43.55225375895179
b8,19924.32594093183,-17019.846049092463,-2732.0854844835976,-13398.749219077778,247448.43081971363,5109.548697104739,128.1340672498706,2.975682092075199,0.21116266134873665,7.233969519399197,125.83478194057341,-2762.318085827734,36567.26273297323,-154820.79288188712,314977.5588756563,-64617.892537333646,1496.561886126503,39.780923602660955,50.8930716588017,73.12711196819593
b9,17558.115299060337,-5249.84794645303,-7332.866415625034,-19303.414089593927,258666.63401845554,6395.9544862104785,274.1767124884756,0.44287581355248795,0.20623355825014322,0.1922729425320566,2.1303687351614786,47.52931465873086,-885.7445320643759,12939.0971797874,-64617.892537333646,197863.8476827966,-14906.37415850661,-48.10335863829771,155.53416744177878,-21.132898543125872
b10,1310.6802112431806,36879.48699554256,-15243.942343186623,-24968.69133393993,226194.9834647247,7141.666691426658,620.00454060091,1.0506096158590907,0.1854827697149423,0.18234090466850605,0.38155698052341863,0.7012835327702862,4.725089317297227,-41.1607424733555,1496.561886126503,-14906.37415850661,114058.15980801701,-574.6881172584696,-332.26336708228166,-1006.9918875646022
AIA,9086.45678838129,697.2282672349113,-174.9899393945335,-277.0306854416167,-863.6649442832522,-0.2823622872012528,5.60457161833763,30.647009770707427,-118.98866500713558,94.11419764660862,-223.69346644666257,7.034442718676375,-48.49618796907814,19.12592679475085,39.780923602660955,-48.10335863829771,-574.6881172584696,1762.9937462294422,409.6954838591272,2867.7085432663034
betaIA,4632.187678242836,-683.6628203607158,139.42109675334703,267.76824682909466,2143.4728328004526,36.31276311965142,-3.584548825353062,-74.28779456342431,271.2971618495597,-116.69674833182793,307.23022569403946,4.826411501262678,73.18248942515477,37.37324025606733,50.8930716588017,155.53416744177878,-332.26336708228166,409.6954838591272,689.9700545690729,886.7639159305024
etaIA,15733.556133749931,816.2818345879261,-216.97971068476792,-325.0257852160373,-516.0473386421675,13.36594425523207,7.2874919362351225,21.931773339912194,-88.27966543766487,92.1677355749618,-208.03620355019547,19.0424959581141,-46.11560219386216,43.55225375895179,73.12711196819593,-21.132898543125872,-1006.9918875646022,2867.7085432663034,886.7639159305024,4747.424885788655
