,Omegam,Omegab,h,ns,sigma8,mnu,Neff,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,AIA,betaIA,etaIA
Omegam,18772108.008450575,-21756278.3529294,5898854.950994551,10774283.631587941,15952657.191874549,468913.48916866124,-189585.9460732722,678427.7545042373,999592.839688301,983502.6692263895,999960.4991812026,945308.6899608707,929534.4439131801,774624.1180486901,813479.2363401693,678930.8655105293,401179.1205168201,15938.003891239301,5504.510122301643,26614.300400034776
Omegab,-21756278.3529294,30695637.46830852,-8142725.8591259215,-14681682.681191077,-21410092.6257315,-753681.6769553664,265704.1459187204,-1464889.4039559164,-1695177.7424461725,-1558565.323734342,-1522779.0344446688,-1397162.0864237677,-1342306.7073568015,-1096612.7805747713,-1128679.8726107653,-916733.3582201657,-510275.43497378903,-316.1073675532127,-570.6326518099663,-704.1038989008329
h,5898854.950994551,-8142725.8591259215,2196491.952500777,4008445.8182194144,5740287.287870257,198986.89523986695,-70782.70279355177,408055.0545482293,466948.81648772024,426092.5548026072,412789.1467026732,375523.2512909631,357415.69210299803,289025.8252041156,293599.0163692615,233555.98281689832,124823.38129074278,62.22331548689499,162.3601445899799,157.6659113741259
ns,10774283.631587941,-14681682.681191077,4008445.8182194144,7452276.533094276,10515977.64913747,365014.4187126312,-127410.57405182053,815986.5776577188,899003.4502529595,804654.9977536141,764781.5006213636,684260.3888513063,641248.570469847,511178.7159766141,511829.07971530437,400752.91302581946,212353.5172269147,94.2246201531032,301.29987882879425,259.6868579556518
sigma8,15952657.191874549,-21410092.6257315,5740287.287870257,10515977.64913747,19643382.1986973,852267.8066589909,-185556.79976783931,1074849.762436457,1304259.0493003195,1248730.6517823539,1270842.264439766,1216587.9860765338,1226508.2690730565,1058296.257592728,1171344.789133758,1072050.6850014075,764702.1798203972,1134.0612164213303,811.6848624550711,2055.9941058694526
mnu,468913.48916866124,-753681.6769553664,198986.89523986695,365014.4187126312,852267.8066589909,46677.87788500597,-6494.513906455999,41819.28001568772,50052.94917855714,49932.27234789919,53244.51949531297,53521.13609261279,56899.41952110584,51899.29420000658,61290.97267621721,61169.155223344445,49610.47806779648,17.229348184060548,-41.96272429555138,10.801167139923173
Neff,-189585.9460732722,265704.1459187204,-70782.70279355177,-127410.57405182053,-185556.79976783931,-6494.513906455999,2317.3244542501616,-12497.846039799397,-14574.6130370893,-13436.118610265728,-13154.317312750816,-12087.660850980687,-11625.745324006242,-9504.484186477837,-9784.48895190436,-7940.921979070863,-4401.422324238258,-7.9041383387832855,-6.481283058345828,-14.632464923913698
b1,678427.7545042373,-1464889.4039559164,408055.0545482293,815986.5776577188,1074849.762436457,41819.28001568772,-12497.846039799397,798356.3544517868,127343.94937236387,4019.000600472186,750.9961352483718,91.75619089098137,59.563504966384585,13.69713713581771,9.560569915019936,0.3926839766652408,2.394822270212604,1.4063995456375398,-5.588388233458198,0.021791624323507845
b2,999592.839688301,-1695177.7424461725,466948.81648772024,899003.4502529595,1304259.0493003195,50052.94917855714,-14574.6130370893,127343.94937236387,658984.8115750749,170498.61530218102,7368.568824054807,1032.08427255083,78.3844806665164,28.619728166698362,6.853545386766926,0.8658850748022476,1.26875556394498,-18.640164553591585,35.27719295912368,-16.064286705347964
b3,983502.6692263895,-1558565.323734342,426092.5548026072,804654.9977536141,1248730.6517823539,49932.27234789919,-13436.118610265728,4019.000600472186,170498.61530218102,500099.6205905888,175863.18707321872,7961.468481850141,1040.5773679273086,92.16489213147169,15.457259681287626,5.179260405213259,0.43632273061198346,7.159174773789622,-1.7748465377640017,6.947982237617155
