,Omegam,Omegab,h,ns,sigma8,mnu,Neff,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,AIA,betaIA,etaIA
Omegam,20353612.833612017,-13060148.657126611,3125698.326042215,4262522.579620063,23714623.23494654,1073741.8195548062,-113374.61480927526,-887111.1885504998,356137.34597522067,567572.3106271306,672085.3767533656,710296.6661448159,759074.9419425719,680810.8699671107,768178.475730017,692021.2153213224,432451.00901139836,16776.426063654595,9723.647102161953,29494.616245936602
Omegab,-13060148.657126611,21187586.100877274,-4763739.398442753,-6164491.259992149,-37334813.778689116,-2337795.776535729,183925.2156389636,-2634004.790331313,-2117888.313885419,-1672445.059886422,-1564883.2464056874,-1419429.1471105798,-1378625.9485104878,-1154800.2776520366,-1232095.5973905334,-1049255.5050095513,-605186.3581037475,310.97404921423913,-1831.3129056943276,-217.65458658814936
h,3125698.326042215,-4763739.398442753,1110968.049606037,1552185.3421952613,8349114.290412603,508058.69639673695,-41461.28807061264,691938.9079487202,491729.4050354711,365964.39679665567,330375.15684491565,293252.9195509902,281223.7147860362,234056.45961493716,248759.06491808328,210506.59295228496,118342.19874538493,-200.10001725091092,552.0216813220452,-98.03976919446352
ns,4262522.579620063,-6164491.259992149,1552185.3421952613,2686759.3863857966,10780858.15448083,605687.1886164238,-53019.43268744983,1538417.2733255636,863343.2070648863,530203.8645748092,398382.2277443289,293976.13779784855,233791.8915634122,161632.9240518688,140111.93645768432,89602.85242462631,26488.51959339584,-832.2578875140906,1127.4506131266535,-850.899906395316
sigma8,23714623.23494654,-37334813.778689116,8349114.290412603,10780858.15448083,81892483.7555651,5296018.144420018,-326119.9646517335,6187971.656007893,5214329.682060633,4074966.65521961,3709172.187113974,3239732.1307055294,3014209.578884947,2418431.1296409634,2478033.2170184557,2051306.7907250633,1240418.7271686778,335.67793126674223,3191.1771545762235,1737.321086593195
mnu,1073741.8195548062,-2337795.776535729,508058.69639673695,605687.1886164238,5296018.144420018,364776.5563212025,-20492.76940491228,448515.6266228227,345545.651701852,269348.9312419706,248263.91980021767,220326.42243938302,209193.31470021253,171748.58186893718,181128.75008287825,156297.74555340077,101027.19690450499,62.59178829758248,-1.6144772994915795,96.945067097623
Neff,-113374.61480927526,183925.2156389636,-41461.28807061264,-53019.43268744983,-326119.9646517335,-20492.76940491228,1611.2498652185755,-22279.35021927693,-18234.253428950615,-14556.783673582915,-13725.341530499412,-12518.628928421293,-12207.248732716342,-10255.217476879572,-10964.033675540259,-9341.0340912591,-5372.341306684207,3.122083628775923,-15.233023955306082,-0.98669503180149
b1,-887111.1885504998,-2634004.790331313,691938.9079487202,1538417.2733255636,6187971.656007893,448515.6266228227,-22279.35021927693,3657125.3851315062,365509.41024599,7538.450526267621,3030.9425744823093,531.8137716902429,148.51057873639215,65.71182339810264,30.83001475945098,2.9405741826281497,4.668970558967578,87.18201141764318,-246.85164797864627,50.043598534495324
b2,356137.34597522067,-2117888.313885419,491729.4050354711,863343.2070648863,5214329.682060633,345545.651701852,-18234.253428950615,365509.41024599,1907435.2032041783,354745.28720311925,9395.622208246174,2386.9715811851434,381.9017719015594,29.836857817641203,12.346111403610218,1.732464488883116,1.682764917600871,-27.100369784935634,23.971029296551308,-27.999281289249737
b3,567572.3106271306,-1672445.059886422,365964.39679665567,530203.8645748092,4074966.65521961,269348.9312419706,-14556.783673582915,7538.450526267621,354745.28720311925,1158701.7893360357,340541.3311235673,8828.932461539247,2036.4922115597667,289.1339255073622,29.541563367442354,6.123076329159414,0.7767028499480987,21.991822612802963,-6.634280340424958,21.204881488527583
b4,672085.3767533656,-1564883.2464056874,330375.15684491565,398382.2277443289,3709172.187113974,248263.91980021767,-13725.341530499412,3030.9425744823093,9395.622208246174,340541.3311235673,947663.0070916535,301490.6836039113,10629.96144613435,1802.5791790146782,244.29319378995262,17.947803572319835,4.8896500957814055,12.868825498825876,-21.910763289782295,11.52175055632708
