,Omegam,Omegab,h,ns,sigma8,mnu,Neff,lnbgs8_1,lnbgs8_2,lnbgs8_3,lnbgs8_4,Ps_1,Ps_2,Ps_3,Ps_4
Omegam,3374589.08291837,-2508601.287473766,-5780993.027796198,588469.3116551408,442027.26602085424,-36986.67811546456,-20478.214085787768,904074.132723406,904625.208630915,763181.4888367685,682681.0308489677,130.83481618530476,122.84917638038219,97.9995262665614,83.68422233939647
Omegab,-2508601.287473766,5585529.214663657,1680845.1146671341,-1145660.1010611737,-110356.24323497897,87323.14132217653,45997.54154778296,-326485.94440840883,-259080.53287033166,-136747.81242998532,32576.726662566012,-101.15294456647405,-89.2873515678989,-65.91128234100721,-49.2889619715591
h,-5780993.027796198,1680845.1146671341,18085347.389627993,-433776.6517810157,-2074143.5875130245,-25875.8968317462,12844.80853307371,-2409183.928717922,-2314859.007512383,-1916915.9701808174,-1758164.7935220764,-318.9732592495533,-284.5474346228525,-216.43939743260066,-176.75312861487737
ns,588469.3116551408,-1145660.1010611737,-433776.6517810157,333876.9059484637,1986.5755853106348,-25621.405804368384,-9918.554234947493,61115.19475178447,41330.838317736445,10018.250782694347,-38100.845967714355,28.089317884528583,24.625762408660545,17.941751286218178,12.980296393342398
sigma8,442027.26602085424,-110356.24323497897,-2074143.5875130245,1986.5755853106348,313625.77137532353,9535.23079927494,-857.2129210172053,243913.83689706138,231444.74148256297,191214.90121511,179272.10544819472,30.394601896930553,26.593311397639003,19.966315511952082,16.336698174700068
mnu,-36986.67811546456,87323.14132217653,-25875.8968317462,-25621.405804368384,9535.23079927494,2447.8432031871343,724.0361548690828,1136.2705561456369,2881.0169203729283,4576.527726001696,8293.210392984476,-1.176311743915779,-0.9566788845820922,-0.6319913633841641,-0.35963448152424893
Neff,-20478.214085787768,45997.54154778296,12844.80853307371,-9918.554234947493,-857.2129210172053,724.0361548690828,412.4099057834504,-2693.5921962903003,-2108.4864478019,-1069.5752805285788,379.2373302489559,-0.8635679880810002,-0.7599982493657937,-0.559257597197799,-0.4160543124241524
lnbgs8_1,904074.132723406,-326485.94440840883,-2409183.928717922,61115.19475178447,243913.83689706138,1136.2705561456369,-2693.5921962903003,1274472.7151300805,0.0,0.0,0.0,145.63624205270563,0.0,0.0,0.0
lnbgs8_2,904625.208630915,-259080.53287033166,-2314859.007512383,41330.838317736445,231444.74148256297,2881.0169203729283,-2108.4864478019,0.0,1258627.0524555028,0.0,0.0,0.0,134.7763516125096,0.0,0.0
lnbgs8_3,763181.4888367685,-136747.81242998532,-1916915.9701808174,10018.250782694347,191214.90121511,4576.527726001696,-1069.5752805285788,0.0,0.0,1073776.098003615,0.0,0.0,0.0,106.59399218507785,0.0
lnbgs8_4,682681.0308489677,32576.726662566012,-1758164.7935220764,-38100.845967714355,179272.10544819472,8293.210392984476,379.2373302489559,0.0,0.0,0.0,1023446.3323720297,0.0,0.0,0.0,91.37034233662452
Ps_1,130.83481618530476,-101.15294456647405,-318.9732592495533,28.089317884528583,30.394601896930553,-1.176311743915779,-0.8635679880810002,145.63624205270563,0.0,0.0,0.0,0.024768637514028746,0.0,0.0,0.0
Ps_2,122.84917638038219,-89.2873515678989,-284.5474346228525,24.625762408660545,26.593311397639003,-0.9566788845820922,-0.7599982493657937,0.0,134.7763516125096,0.0,0.0,0.0,0.02161030998756621,0.0,0.0
Ps_3,97.9995262665614,-65.91128234100721,-216.43939743260066,17.941751286218178,19.966315511952082,-0.6319913633841641,-0.559257597197799,0.0,0.0,106.59399218507785,0.0,0.0,0.0,0.016085723936215365,0.0
Ps_4,83.68422233939647,-49.2889619715591,-176.75312861487737,12.980296393342398,16.336698174700068,-0.35963448152424893,-0.4160543124241524,0.0,0.0,0.0,91.37034233662452,0.0,0.0,0.0,0.012889163540403271
