5  1.82479	-9.762175e-01	-2.226452e-01	5.113310e-02	6.758330e-01	9.496618e-01	8.101644e-01	2.804587e+00	2.388300e-02	3.187277e-01	1.510472e+01	2.264289e+01	1.341268e+01	1.178864e+01	-3.228399e-01	-3.134388e-01	-3.075529e-01	-3.162474e-01	
4  1.9736	-9.560445e-01	-2.622791e-01	5.054983e-02	6.757169e-01	9.529977e-01	8.078304e-01	2.954862e+00	4.980647e-02	3.207767e-01	1.959439e+01	1.730455e+01	1.053407e+01	1.819462e+01	-3.263347e-01	-3.155363e-01	-3.095488e-01	-3.195308e-01	
1  2.60641	-1.012880e+00	-1.543341e-02	5.055030e-02	6.741744e-01	9.540315e-01	8.116409e-01	2.778475e+00	3.265745e-02	3.149692e-01	1.765167e+01	1.599166e+01	1.895664e+01	2.391579e+01	-3.249577e-01	-3.150094e-01	-3.104556e-01	-3.203550e-01	
3  4.06005	-9.509221e-01	-2.477030e-01	5.290232e-02	6.738310e-01	9.404142e-01	8.046711e-01	2.629484e+00	7.209049e-02	3.257477e-01	2.976294e+01	2.995824e+01	3.256299e+01	4.157423e+01	-3.339366e-01	-3.238851e-01	-3.195819e-01	-3.302522e-01	
1  5.56395	-9.529616e-01	-2.761709e-01	5.236169e-02	6.751964e-01	9.439439e-01	8.051600e-01	2.651695e+00	8.567329e-02	3.226933e-01	3.685546e+01	2.752308e+01	3.240784e+01	4.273574e+01	-3.293245e-01	-3.176960e-01	-3.145659e-01	-3.251120e-01	
2  6.35892	-1.004966e+00	4.553612e-02	4.966668e-02	6.727031e-01	9.656140e-01	8.057337e-01	2.874143e+00	5.446677e-02	3.119348e-01	1.030110e+01	-2.474032e+00	1.277744e+01	2.356756e+01	-3.267606e-01	-3.142040e-01	-3.128378e-01	-3.233089e-01	
1  5.83693	-1.039934e+00	1.644795e-01	4.799609e-02	6.745963e-01	9.770860e-01	8.142474e-01	3.107112e+00	3.957748e-02	3.059676e-01	9.130137e+00	2.578199e-01	8.935382e+00	2.343691e+01	-3.194318e-01	-3.081208e-01	-3.061137e-01	-3.160145e-01	
1  8.26491	-9.615873e-01	-2.353045e-01	5.019208e-02	6.760081e-01	9.634596e-01	8.024411e-01	2.926149e+00	6.729016e-02	3.157923e-01	1.618375e+01	2.067695e+00	9.800915e+00	3.140544e+01	-3.209353e-01	-3.079065e-01	-3.062407e-01	-3.168849e-01	
9  8.18175	-9.835991e-01	-1.394195e-01	4.840075e-02	6.755079e-01	9.687836e-01	8.035871e-01	3.142819e+00	4.952424e-02	3.130572e-01	4.804877e+00	-5.703406e+00	2.847117e+00	2.334952e+01	-3.186993e-01	-3.061308e-01	-3.047857e-01	-3.151948e-01	
6  7.2014	-1.034700e+00	1.449713e-01	4.521413e-02	6.760406e-01	9.896413e-01	8.145035e-01	3.531022e+00	1.008980e-02	3.016714e-01	1.947239e+00	-1.361649e+01	-9.172320e+00	6.608919e+00	-3.131369e-01	-3.011656e-01	-2.988255e-01	-3.085982e-01	
