1  1.27071	-9.537280e-01	-2.211878e-01	4.987158e-02	6.741492e-01	9.626082e-01	8.016243e-01	3.042685e+00	4.877431e-02	3.169169e-01	-2.731841e+00	4.768085e+00	8.284474e+00	1.124381e+00	-3.232805e-01	-3.142816e-01	-3.098495e-01	-3.171961e-01	
6  2.12824	-9.575462e-01	-1.295839e-01	4.992873e-02	6.732146e-01	9.694566e-01	8.034241e-01	3.146497e+00	4.653555e-02	3.163927e-01	2.169031e-01	-1.265377e+01	6.369168e-01	1.425711e+00	-3.275340e-01	-3.154963e-01	-3.128922e-01	-3.211733e-01	
2  3.58569	-9.755503e-01	-1.086129e-01	4.869884e-02	6.733778e-01	9.672258e-01	8.042110e-01	3.240096e+00	1.173525e-02	3.153488e-01	-9.381276e+00	-1.086496e+01	-1.057290e+00	-1.469064e+00	-3.239106e-01	-3.134319e-01	-3.107631e-01	-3.183478e-01	
7  4.76894	-1.041629e+00	1.006442e-01	4.680069e-02	6.748345e-01	9.790329e-01	8.148179e-01	3.421174e+00	1.058718e-02	3.083229e-01	-1.377125e+01	-1.957739e+01	-7.649490e+00	-1.065517e+01	-3.158879e-01	-3.055676e-01	-3.029737e-01	-3.101202e-01	
1  4.65384	-1.001837e+00	-2.454396e-02	4.867174e-02	6.735827e-01	9.695304e-01	8.087770e-01	3.267330e+00	5.558162e-02	3.159366e-01	-5.358312e+00	-2.008799e+01	2.794959e+00	7.824004e+00	-3.242593e-01	-3.125840e-01	-3.111847e-01	-3.197566e-01	
1  4.17056	-1.002947e+00	4.800899e-03	4.761683e-02	6.745412e-01	9.754018e-01	8.092434e-01	3.369867e+00	1.975782e-02	3.100640e-01	6.233853e-01	-1.456202e+01	8.687833e+00	1.081858e+01	-3.198824e-01	-3.079805e-01	-3.068307e-01	-3.153958e-01	
2  5.17504	-9.312487e-01	-3.084005e-01	4.938167e-02	6.738757e-01	9.564070e-01	7.972102e-01	3.183524e+00	3.283298e-02	3.205476e-01	5.516545e+00	-3.056658e+00	1.118130e+01	2.252673e+01	-3.266574e-01	-3.151722e-01	-3.119397e-01	-3.223530e-01	
1  5.3138	-9.145271e-01	-3.317921e-01	5.013868e-02	6.733738e-01	9.558263e-01	7.964304e-01	3.180725e+00	5.178988e-02	3.232102e-01	6.683204e+00	6.581054e+00	1.529806e+01	3.104809e+01	-3.302481e-01	-3.206075e-01	-3.163975e-01	-3.274625e-01	
2  7.42935	-9.170694e-01	-2.623774e-01	4.970856e-02	6.709020e-01	9.579511e-01	7.919990e-01	3.205348e+00	1.031909e-01	3.249835e-01	-5.362590e+00	-3.595786e-01	5.536572e+00	3.099975e+01	-3.352249e-01	-3.265460e-01	-3.220526e-01	-3.345229e-01	
1  8.10526	-9.451889e-01	-1.083516e-01	4.916606e-02	6.712192e-01	9.674700e-01	7.978471e-01	3.314616e+00	6.891074e-02	3.197359e-01	-1.050741e+01	-6.913481e+00	1.457137e+00	2.642353e+01	-3.320621e-01	-3.236292e-01	-3.191976e-01	-3.313965e-01	
