3  1.29929	-1.064704e+00	2.067906e-01	4.761869e-02	6.748330e-01	9.703151e-01	8.196214e-01	3.149068e+00	2.984330e-02	3.089212e-01	-7.274214e+00	-8.098164e-01	-9.691310e+00	-9.082196e+00	-3.173852e-01	-3.093992e-01	-3.032536e-01	-3.124481e-01	
9  3.51213	-1.162632e+00	6.000325e-01	4.546801e-02	6.748524e-01	9.886885e-01	8.323135e-01	3.328649e+00	2.872841e-02	2.994562e-01	-2.636958e+01	-2.451164e+01	-2.185395e+01	-2.574605e+01	-3.105309e-01	-3.018047e-01	-2.971951e-01	-3.059352e-01	
1  3.24146	-1.134963e+00	4.767438e-01	4.523438e-02	6.756311e-01	9.844971e-01	8.312175e-01	3.431198e+00	3.777004e-02	3.022200e-01	-1.135405e+01	-1.476553e+01	-5.527072e+00	-1.429182e+01	-3.123699e-01	-3.035486e-01	-2.987255e-01	-3.069896e-01	
5  3.79799	-1.057012e+00	2.814121e-01	4.790325e-02	6.716064e-01	9.707845e-01	8.158757e-01	3.200440e+00	3.438500e-02	3.125328e-01	-2.055721e+01	-1.128482e+01	-4.774963e+00	-2.393709e+01	-3.268617e-01	-3.191498e-01	-3.142952e-01	-3.218573e-01	
2  4.32374	-1.068744e+00	2.637174e-01	4.829824e-02	6.719897e-01	9.698847e-01	8.150835e-01	3.153089e+00	4.515387e-02	3.130427e-01	-2.019786e+01	-7.840620e+00	-4.752948e+00	-5.808943e+00	-3.246625e-01	-3.164847e-01	-3.120471e-01	-3.207748e-01	
1  2.54242	-1.042574e+00	9.377570e-02	4.830785e-02	6.733975e-01	9.658954e-01	8.105929e-01	3.111743e+00	1.289789e-02	3.110807e-01	-1.283711e+01	9.014754e-01	-4.286478e+00	-5.003281e+00	-3.194387e-01	-3.108698e-01	-3.059252e-01	-3.147154e-01	
5  3.69744	-1.035119e+00	1.606502e-01	4.821421e-02	6.718457e-01	9.651717e-01	8.124346e-01	3.195380e+00	5.948080e-03	3.129866e-01	-4.621931e+00	1.113804e+00	-6.227550e+00	-1.295246e+01	-3.274971e-01	-3.183091e-01	-3.135658e-01	-3.210870e-01	
2  3.62066	-1.043778e+00	2.320125e-01	4.774948e-02	6.703856e-01	9.667885e-01	8.110550e-01	3.199990e+00	2.438464e-02	3.128119e-01	-1.212463e+01	-1.058541e+01	-8.489921e+00	-1.779383e+01	-3.295525e-01	-3.200948e-01	-3.169742e-01	-3.238543e-01	
1  4.00301	-1.035046e+00	2.258722e-01	4.834469e-02	6.699545e-01	9.707188e-01	8.084243e-01	3.176804e+00	3.517325e-02	3.130223e-01	-1.456665e+01	-1.534750e+01	-3.172428e-01	-1.409521e+01	-3.311169e-01	-3.209726e-01	-3.190477e-01	-3.253288e-01	
3  4.75136	-1.007605e+00	2.030860e-01	4.801373e-02	6.679051e-01	9.676581e-01	8.038339e-01	3.212228e+00	4.595197e-02	3.150065e-01	-9.157403e+00	-1.817426e+01	-5.531564e-01	-1.841037e+01	-3.382472e-01	-3.270420e-01	-3.258317e-01	-3.322889e-01	
4  4.80741	-1.046211e+00	2.638583e-01	4.589147e-02	6.701134e-01	9.730032e-01	8.115598e-01	3.390668e+00	5.062978e-02	3.104575e-01	-1.215594e+01	-2.304799e+01	-7.006592e+00	-2.452961e+01	-3.292855e-01	-3.181024e-01	-3.163583e-01	-3.225932e-01	
3  7.57364	-1.058520e+00	3.710231e-01	4.390178e-02	6.690695e-01	9.804472e-01	8.113913e-01	3.624412e+00	8.675526e-02	3.098016e-01	-2.130129e+01	-3.205264e+01	-1.796922e+01	-3.516277e+01	-3.309778e-01	-3.207137e-01	-3.186136e-01	-3.248279e-01	
3  5.50791	-1.022882e+00	2.347328e-01	4.527575e-02	6.694443e-01	9.756044e-01	8.078086e-01	3.500988e+00	8.640844e-02	3.126020e-01	-1.418675e+01	-2.781944e+01	-1.507260e+01	-2.766611e+01	-3.327088e-01	-3.218707e-01	-3.196327e-01	-3.264643e-01	
1  5.10643	-9.782976e-01	2.665975e-02	4.576461e-02	6.695279e-01	9.674770e-01	7.976985e-01	3.409976e+00	6.420964e-02	3.142116e-01	-1.306910e+01	-1.212739e+01	-1.593314e+01	-2.372912e+01	-3.317005e-01	-3.218795e-01	-3.178205e-01	-3.252302e-01	
1  6.04075	-9.402581e-01	-9.949453e-02	4.710958e-02	6.693926e-01	9.619834e-01	7.942299e-01	3.341256e+00	4.952995e-02	3.171826e-01	-1.387756e+00	-5.145238e+00	-7.697809e+00	-1.436594e+01	-3.349280e-01	-3.251803e-01	-3.210844e-01	-3.285021e-01	
2  6.18973	-9.952112e-01	1.326200e-01	4.549370e-02	6.702217e-01	9.767716e-01	8.040423e-01	3.473410e+00	5.412806e-02	3.094384e-01	-7.254176e+00	-2.348061e+01	-1.570509e+01	-2.661801e+01	-3.296515e-01	-3.178687e-01	-3.156964e-01	-3.232430e-01	
1  5.79029	-9.942576e-01	2.147169e-01	4.529992e-02	6.687896e-01	9.805840e-01	8.038946e-01	3.490934e+00	5.650422e-02	3.089096e-01	-1.311754e+01	-1.795528e+01	-1.556183e+01	-3.293708e+01	-3.337375e-01	-3.238881e-01	-3.208783e-01	-3.275485e-01	
7  6.01088	-1.058047e+00	3.336310e-01	4.336181e-02	6.736122e-01	9.888455e-01	8.199275e-01	3.667548e+00	2.815118e-02	3.004452e-01	-6.318627e+00	-9.133289e+00	-1.518304e+01	-3.683439e+01	-3.183780e-01	-3.093856e-01	-3.047222e-01	-3.104624e-01	
1  7.75838	-1.023103e+00	1.932353e-01	4.542376e-02	6.737294e-01	9.811512e-01	8.172284e-01	3.532225e+00	3.402902e-02	3.059540e-01	-1.402131e+00	-6.297183e+00	-1.773078e+01	-3.504615e+01	-3.222030e-01	-3.121758e-01	-3.073767e-01	-3.135661e-01	
5  6.09806	-1.037101e+00	2.947219e-01	4.558263e-02	6.739415e-01	9.901575e-01	8.213080e-01	3.612969e+00	6.400009e-02	3.051716e-01	-1.291393e+00	-1.129751e+01	-1.377055e+01	-2.210288e+01	-3.232940e-01	-3.123764e-01	-3.084839e-01	-3.156636e-01	
5  5.45518	-1.054606e+00	2.848372e-01	4.505698e-02	6.758598e-01	9.897553e-01	8.259355e-01	3.696541e+00	6.648271e-02	3.052367e-01	1.686605e+00	-1.356512e+01	-1.341377e+01	-1.203420e+01	-3.184462e-01	-3.070264e-01	-3.036300e-01	-3.114277e-01	
2  5.37321	-1.004902e+00	1.294974e-01	4.733703e-02	6.738238e-01	9.788255e-01	8.172741e-01	3.482705e+00	4.944636e-02	3.117078e-01	3.507064e+00	-9.953270e+00	-1.613338e+01	-1.750416e+01	-3.266613e-01	-3.157308e-01	-3.114108e-01	-3.190396e-01	
2  5.33775	-9.821747e-01	1.247536e-02	4.692036e-02	6.736670e-01	9.838668e-01	8.079592e-01	3.550655e+00	7.784078e-02	3.123021e-01	-1.453319e+01	-1.166595e+01	-2.552364e+01	-2.422694e+01	-3.236072e-01	-3.142246e-01	-3.095023e-01	-3.158501e-01	
1  5.87962	-9.623264e-01	-6.199458e-02	4.656024e-02	6.748671e-01	9.769194e-01	8.113551e-01	3.601827e+00	6.701976e-02	3.135752e-01	6.180377e+00	1.083822e+01	-1.047285e+01	-1.230615e+01	-3.253432e-01	-3.168198e-01	-3.107563e-01	-3.170156e-01	
1  5.38427	-9.766529e-01	-5.982501e-02	4.558834e-02	6.759185e-01	9.827449e-01	8.107843e-01	3.637573e+00	8.041633e-02	3.101725e-01	-4.718148e+00	1.123853e+01	-1.028929e+01	-1.103819e+01	-3.181946e-01	-3.106638e-01	-3.050083e-01	-3.110876e-01	
2  5.82037	-9.171721e-01	-2.120684e-01	4.691594e-02	6.737860e-01	9.759900e-01	8.009467e-01	3.597043e+00	9.649934e-02	3.168806e-01	1.334941e+00	1.139000e+01	-1.784331e+00	-2.260797e+00	-3.284038e-01	-3.198873e-01	-3.154601e-01	-3.218879e-01	
2  6.04928	-9.541842e-01	-1.878583e-01	4.744458e-02	6.753920e-01	9.791110e-01	8.028875e-01	3.486815e+00	1.179624e-01	3.154622e-01	4.835338e+00	-1.350496e+01	-8.272533e+00	-2.337643e+00	-3.224328e-01	-3.091629e-01	-3.077954e-01	-3.148608e-01	
2  6.37586	-9.328950e-01	-2.011522e-01	4.877137e-02	6.745559e-01	9.737939e-01	8.036609e-01	3.427793e+00	6.510080e-02	3.180156e-01	1.333539e+01	-9.283783e+00	-1.639314e+01	-7.010109e+00	-3.286461e-01	-3.152109e-01	-3.123424e-01	-3.204818e-01	
1  7.93904	-9.330858e-01	-1.838071e-01	4.884489e-02	6.742898e-01	9.727923e-01	8.032144e-01	3.432220e+00	4.031584e-02	3.167117e-01	1.566403e+01	-4.050885e+00	-1.254289e+01	-8.914682e+00	-3.289344e-01	-3.159569e-01	-3.127038e-01	-3.211527e-01	
6  8.73853	-9.571256e-01	-1.778120e-01	4.895430e-02	6.766865e-01	9.761926e-01	8.076894e-01	3.422174e+00	2.804982e-02	3.134260e-01	1.299929e+01	-6.201449e+00	-1.327223e+01	2.522272e+00	-3.200198e-01	-3.068518e-01	-3.038597e-01	-3.133216e-01	
1  8.15807	-9.260447e-01	-2.327520e-01	5.064498e-02	6.731300e-01	9.645000e-01	8.005278e-01	3.279544e+00	5.292522e-02	3.231053e-01	2.269754e+00	-5.559262e+00	-1.403847e+01	1.976071e+00	-3.321586e-01	-3.211673e-01	-3.173750e-01	-3.272312e-01	
8  8.72905	-9.582228e-01	-2.079916e-01	4.963303e-02	6.773351e-01	9.723658e-01	8.098670e-01	3.388978e+00	1.593667e-02	3.155898e-01	2.128235e+00	1.209633e+01	-1.126869e+01	1.187708e+01	-3.176517e-01	-3.095979e-01	-3.033736e-01	-3.129426e-01	
4  7.53645	-9.025880e-01	-4.338877e-01	5.258915e-02	6.760577e-01	9.586185e-01	8.013181e-01	3.079178e+00	3.654968e-02	3.240484e-01	8.438663e+00	1.374969e+01	6.631822e-01	1.585700e+01	-3.254850e-01	-3.162902e-01	-3.111063e-01	-3.207388e-01	
4  5.85206	-9.087643e-01	-3.422253e-01	5.210012e-02	6.747679e-01	9.623099e-01	8.027183e-01	3.159576e+00	7.893363e-02	3.250162e-01	7.779752e+00	1.026712e+01	-7.127800e-01	1.935505e+01	-3.304693e-01	-3.215920e-01	-3.160602e-01	-3.264186e-01	
3  5.41697	-9.662197e-01	-1.138249e-01	5.015389e-02	6.738548e-01	9.753660e-01	8.051782e-01	3.267360e+00	9.606380e-02	3.182600e-01	-7.198692e+00	-1.256405e+01	-1.714841e+01	-1.703169e-01	-3.263026e-01	-3.159449e-01	-3.121691e-01	-3.218924e-01	
2  5.62373	-9.877722e-01	-6.640659e-02	4.928108e-02	6.746906e-01	9.769342e-01	8.094509e-01	3.347302e+00	1.230668e-01	3.178014e-01	-4.642626e+00	-4.070566e+00	-1.446294e+01	-1.073978e+00	-3.243290e-01	-3.155651e-01	-3.105583e-01	-3.193397e-01	
1  7.05735	-1.001342e+00	2.726045e-02	4.901958e-02	6.732895e-01	9.768995e-01	8.108758e-01	3.370980e+00	9.609835e-02	3.172414e-01	-1.367301e+01	-5.141092e+00	-1.347876e+01	-1.041335e+01	-3.260840e-01	-3.192938e-01	-3.139756e-01	-3.219932e-01	
1  5.73975	-9.895298e-01	-3.919898e-02	5.040101e-02	6.740368e-01	9.701992e-01	8.121069e-01	3.236458e+00	5.314280e-02	3.183067e-01	-7.881233e+00	3.884518e+00	-1.044846e+01	-1.388387e+00	-3.257333e-01	-3.183380e-01	-3.127193e-01	-3.219396e-01	
1  6.56324	-1.037833e+00	2.163194e-01	4.715532e-02	6.746420e-01	9.890904e-01	8.211506e-01	3.633871e+00	4.599489e-02	3.094954e-01	-9.465523e+00	-1.446566e+01	-1.795660e+01	-1.463549e+01	-3.214112e-01	-3.131833e-01	-3.075827e-01	-3.164793e-01	
5  6.28057	-1.072970e+00	3.509731e-01	4.669810e-02	6.759643e-01	9.973500e-01	8.278023e-01	3.640671e+00	3.910558e-02	3.034614e-01	-8.358263e+00	-1.161728e+01	-1.449059e+01	-1.856994e+00	-3.157411e-01	-3.078914e-01	-3.025821e-01	-3.118297e-01	
4  5.72282	-9.706840e-01	-8.162396e-02	5.027087e-02	6.755952e-01	9.765636e-01	8.132683e-01	3.337451e+00	6.585178e-02	3.169921e-01	9.867304e+00	8.080533e-01	-1.719357e+00	1.729016e+01	-3.257534e-01	-3.155957e-01	-3.110785e-01	-3.215834e-01	
