16  1.69804	-9.984601e-01	2.471365e-02	5.064878e-02	6.943584e-01	9.563235e-01	8.101850e-01	3.106914e+00	7.815089e-02	3.147975e-01	1.097220e+00	1.216490e+00	1.269133e+00	1.311491e+00	1.352230e+00	1.394531e+00	1.438124e+00	1.490296e+00	1.558021e+00	1.735312e+00	1.714300e+00	-4.079859e-01	
13  3.06008	-1.013376e+00	1.008317e-01	4.796686e-02	6.840021e-01	9.546285e-01	8.124649e-01	3.036450e+00	5.556915e-02	3.132350e-01	1.096493e+00	1.215209e+00	1.266835e+00	1.309444e+00	1.350365e+00	1.391718e+00	1.434436e+00	1.486699e+00	1.554584e+00	1.731556e+00	1.758734e+00	-4.228946e-01	
1  3.25345	-1.020092e+00	7.252710e-02	4.689855e-02	6.653918e-01	9.643699e-01	8.113322e-01	2.954733e+00	6.945825e-02	3.132554e-01	1.099105e+00	1.218177e+00	1.272065e+00	1.314942e+00	1.357013e+00	1.397363e+00	1.441971e+00	1.493749e+00	1.562186e+00	1.739971e+00	1.736530e+00	-4.171249e-01	
2  5.73303	-1.004623e+00	1.742555e-02	4.707590e-02	6.646144e-01	9.646837e-01	8.097289e-01	2.998525e+00	7.032471e-02	3.149083e-01	1.100520e+00	1.219403e+00	1.273862e+00	1.315923e+00	1.358705e+00	1.399450e+00	1.443202e+00	1.496585e+00	1.565696e+00	1.743409e+00	1.675335e+00	-3.816276e-01	
3  5.42562	-9.968910e-01	-1.140571e-03	4.816918e-02	6.641457e-01	9.636402e-01	8.113681e-01	2.901286e+00	4.280984e-02	3.142600e-01	1.099281e+00	1.218462e+00	1.271634e+00	1.314403e+00	1.357328e+00	1.398988e+00	1.442756e+00	1.496362e+00	1.565558e+00	1.744292e+00	1.785640e+00	-4.562133e-01	
20  5.81926	-9.982573e-01	-4.567872e-02	4.813987e-02	6.432689e-01	9.745332e-01	8.086508e-01	2.623138e+00	6.560699e-02	3.151537e-01	1.102229e+00	1.222613e+00	1.277602e+00	1.319435e+00	1.364207e+00	1.404235e+00	1.450114e+00	1.502707e+00	1.572778e+00	1.752006e+00	1.757123e+00	-4.481775e-01	
3  6.50249	-9.788316e-01	-8.017946e-02	5.001518e-02	6.713468e-01	9.627248e-01	8.076855e-01	2.829940e+00	7.609839e-02	3.166252e-01	1.101134e+00	1.219900e+00	1.274033e+00	1.315063e+00	1.360545e+00	1.400381e+00	1.445338e+00	1.498029e+00	1.567131e+00	1.746929e+00	1.732912e+00	-4.356027e-01	
5  5.64638	-9.767188e-01	-1.418066e-01	5.269532e-02	6.543196e-01	9.754369e-01	8.058391e-01	2.515397e+00	8.517261e-02	3.173893e-01	1.103368e+00	1.225538e+00	1.278398e+00	1.321352e+00	1.367406e+00	1.407683e+00	1.452909e+00	1.506406e+00	1.575530e+00	1.756473e+00	1.760672e+00	-4.504910e-01	
7  6.28642	-9.835291e-01	-1.304015e-01	5.280076e-02	6.602141e-01	9.741912e-01	8.052108e-01	2.570733e+00	1.009772e-01	3.172850e-01	1.104321e+00	1.226569e+00	1.279707e+00	1.323220e+00	1.367961e+00	1.409268e+00	1.452846e+00	1.508275e+00	1.577022e+00	1.756510e+00	1.865424e+00	-5.103784e-01	
12  7.15481	-9.835255e-01	-1.324972e-01	5.140835e-02	6.628342e-01	9.758617e-01	8.056420e-01	2.837815e+00	9.711532e-02	3.171257e-01	1.103657e+00	1.224915e+00	1.279093e+00	1.323241e+00	1.367902e+00	1.409050e+00	1.450985e+00	1.508740e+00	1.576269e+00	1.754879e+00	1.875623e+00	-5.124966e-01	
