3  2.71531	-1.015640e+00	5.940353e-02	4.983313e-02	6.814097e-01	9.631210e-01	8.105739e-01	3.006136e+00	7.615378e-02	3.138279e-01	1.099311e+00	1.219154e+00	1.270674e+00	1.315146e+00	1.355375e+00	1.399099e+00	1.440876e+00	1.493345e+00	1.562697e+00	1.737950e+00	1.805601e+00	-4.547907e-01	
11  2.99618	-1.017669e+00	6.087337e-02	4.810541e-02	6.898271e-01	9.614253e-01	8.109258e-01	3.373533e+00	8.152990e-02	3.133618e-01	1.099083e+00	1.218410e+00	1.270424e+00	1.315867e+00	1.355462e+00	1.397904e+00	1.440447e+00	1.493339e+00	1.562057e+00	1.738118e+00	1.725832e+00	-4.063233e-01	
4  2.52103	-1.028180e+00	9.550954e-02	4.803817e-02	6.905815e-01	9.614443e-01	8.107454e-01	3.378244e+00	8.079908e-02	3.132486e-01	1.100291e+00	1.220358e+00	1.271434e+00	1.317233e+00	1.357525e+00	1.398784e+00	1.441936e+00	1.494448e+00	1.563007e+00	1.740119e+00	1.700502e+00	-3.961558e-01	
8  3.10451	-1.027707e+00	1.087243e-01	4.906306e-02	6.945092e-01	9.582850e-01	8.102388e-01	3.219635e+00	9.170888e-02	3.134705e-01	1.099513e+00	1.219159e+00	1.270412e+00	1.315429e+00	1.355983e+00	1.396342e+00	1.439984e+00	1.490821e+00	1.560353e+00	1.737692e+00	1.726327e+00	-4.140710e-01	
2  3.03511	-1.019932e+00	6.901530e-02	4.768144e-02	6.889213e-01	9.615631e-01	8.109050e-01	3.391719e+00	7.051199e-02	3.131843e-01	1.099454e+00	1.220003e+00	1.271487e+00	1.317007e+00	1.356639e+00	1.398422e+00	1.441343e+00	1.493971e+00	1.562486e+00	1.741294e+00	1.697279e+00	-3.948637e-01	
7  3.34328	-1.002413e+00	-4.688035e-03	4.843751e-02	6.528852e-01	9.751533e-01	8.080040e-01	2.837427e+00	8.845044e-02	3.152370e-01	1.099514e+00	1.220686e+00	1.272987e+00	1.319070e+00	1.357561e+00	1.400741e+00	1.445964e+00	1.497094e+00	1.565850e+00	1.744215e+00	1.716111e+00	-4.146620e-01	
2  4.5687	-9.712221e-01	-1.060776e-01	4.811991e-02	6.451379e-01	9.755344e-01	8.071958e-01	2.858979e+00	7.542774e-02	3.172760e-01	1.099246e+00	1.220066e+00	1.271731e+00	1.318550e+00	1.357129e+00	1.400936e+00	1.445512e+00	1.497347e+00	1.568339e+00	1.747424e+00	1.758154e+00	-4.513472e-01	
1  5.87482	-9.701312e-01	-1.258234e-01	4.688939e-02	6.428781e-01	9.785153e-01	8.067038e-01	3.034911e+00	7.678300e-02	3.172320e-01	1.100272e+00	1.221402e+00	1.274053e+00	1.320991e+00	1.359460e+00	1.404782e+00	1.448230e+00	1.500427e+00	1.570580e+00	1.750628e+00	1.737861e+00	-4.342099e-01	
38  4.26551	-9.723432e-01	-1.385640e-01	4.702386e-02	6.434832e-01	9.800846e-01	8.064751e-01	3.051242e+00	6.656435e-02	3.171999e-01	1.102534e+00	1.223668e+00	1.277700e+00	1.323491e+00	1.363386e+00	1.407988e+00	1.451716e+00	1.503956e+00	1.574808e+00	1.754754e+00	1.818659e+00	-4.776540e-01	
4  5.45813	-9.880870e-01	-7.868137e-02	4.484803e-02	6.531210e-01	9.746446e-01	8.073500e-01	3.285885e+00	8.002993e-02	3.161647e-01	1.101563e+00	1.221671e+00	1.277912e+00	1.320135e+00	1.362238e+00	1.404385e+00	1.449149e+00	1.500803e+00	1.570739e+00	1.750049e+00	1.815503e+00	-4.676910e-01	
