1  2.81284	-9.801591e-01	-6.660789e-02	4.807193e-02	6.726609e-01	9.672935e-01	8.087470e-01	3.301414e+00	6.252066e-02	3.161568e-01	1.099426e+00	1.219685e+00	1.271665e+00	1.315954e+00	1.358393e+00	1.398274e+00	1.444014e+00	1.496996e+00	1.566334e+00	1.743132e+00	1.625588e+00	-3.482960e-01	
6  2.5605	-1.009300e+00	3.679395e-02	4.655764e-02	6.781797e-01	9.650119e-01	8.094765e-01	3.410881e+00	7.695019e-02	3.147575e-01	1.100095e+00	1.219840e+00	1.272750e+00	1.316069e+00	1.357716e+00	1.398050e+00	1.442973e+00	1.495153e+00	1.563578e+00	1.738560e+00	1.662048e+00	-3.686822e-01	
3  5.31864	-1.006001e+00	3.951001e-02	4.590813e-02	6.923380e-01	9.628897e-01	8.100688e-01	3.773919e+00	6.824050e-02	3.143561e-01	1.098371e+00	1.218421e+00	1.271908e+00	1.313449e+00	1.356257e+00	1.396357e+00	1.441542e+00	1.492126e+00	1.561748e+00	1.736261e+00	1.699374e+00	-3.868262e-01	
7  7.13897	-1.012955e+00	9.099099e-02	4.680942e-02	6.934974e-01	9.568576e-01	8.101965e-01	3.468161e+00	5.667734e-02	3.145971e-01	1.099714e+00	1.218569e+00	1.272325e+00	1.313406e+00	1.356367e+00	1.395259e+00	1.439245e+00	1.490958e+00	1.560514e+00	1.734485e+00	1.685449e+00	-3.820027e-01	
8  9.87271	-1.017385e+00	1.144828e-01	4.685000e-02	6.870362e-01	9.565049e-01	8.103315e-01	3.272097e+00	5.399740e-02	3.145660e-01	1.100254e+00	1.218698e+00	1.271970e+00	1.312721e+00	1.355998e+00	1.395793e+00	1.437010e+00	1.490561e+00	1.560151e+00	1.733993e+00	1.693875e+00	-3.880344e-01	
5  11.1241	-1.024528e+00	1.125306e-01	4.626862e-02	6.799950e-01	9.597992e-01	8.096955e-01	3.253744e+00	6.688615e-02	3.148303e-01	1.101755e+00	1.221344e+00	1.274406e+00	1.315495e+00	1.358395e+00	1.399796e+00	1.440165e+00	1.492881e+00	1.563871e+00	1.736624e+00	1.725797e+00	-4.087405e-01	
6  11.1109	-1.034485e+00	1.296203e-01	4.618010e-02	6.846027e-01	9.594828e-01	8.086204e-01	3.268945e+00	1.149373e-01	3.147568e-01	1.100889e+00	1.220193e+00	1.273390e+00	1.314410e+00	1.357136e+00	1.397981e+00	1.438732e+00	1.490846e+00	1.561789e+00	1.734495e+00	1.765027e+00	-4.415997e-01	
3  10.2069	-1.015807e+00	4.328304e-02	4.404251e-02	6.722488e-01	9.621832e-01	8.070309e-01	3.336432e+00	1.095328e-01	3.161485e-01	1.102352e+00	1.222208e+00	1.277122e+00	1.317609e+00	1.360977e+00	1.400593e+00	1.444379e+00	1.495874e+00	1.566743e+00	1.742627e+00	1.786160e+00	-4.534428e-01	
5  10.4814	-1.017894e+00	6.009310e-02	4.310754e-02	6.694872e-01	9.597928e-01	8.073023e-01	3.294720e+00	1.290289e-01	3.159354e-01	1.100312e+00	1.220243e+00	1.274045e+00	1.315485e+00	1.357293e+00	1.397120e+00	1.441419e+00	1.492932e+00	1.563313e+00	1.738483e+00	1.787838e+00	-4.568838e-01	
1  8.73889	-1.006304e+00	-2.029027e-03	4.426708e-02	6.613197e-01	9.654116e-01	8.051194e-01	3.226458e+00	1.432715e-01	3.174197e-01	1.101916e+00	1.222458e+00	1.276511e+00	1.318493e+00	1.360106e+00	1.401243e+00	1.445537e+00	1.496792e+00	1.568745e+00	1.742113e+00	1.805330e+00	-4.657294e-01	
