6  20.1423	-1.019022e+00	8.506658e-02	5.003724e-02	6.580927e-01	9.708470e-01	8.119557e-01	2.692665e+00	2.457901e-02	3.130378e-01	1.100667e+00	1.221589e+00	1.272855e+00	1.317758e+00	1.360266e+00	1.399554e+00	1.445789e+00	1.495706e+00	1.565075e+00	1.743270e+00	1.728770e+00	-4.113382e-01	
8  7.3625	-9.990864e-01	-9.599449e-03	5.172906e-02	6.475715e-01	9.760987e-01	8.086875e-01	2.451354e+00	4.911103e-02	3.154434e-01	1.102384e+00	1.223727e+00	1.275190e+00	1.320732e+00	1.362831e+00	1.402399e+00	1.451442e+00	1.499657e+00	1.570682e+00	1.748903e+00	1.739131e+00	-4.179861e-01	
3  6.59706	-1.029961e+00	1.011210e-01	5.037624e-02	6.651370e-01	9.705316e-01	8.098398e-01	2.699061e+00	6.580547e-02	3.134440e-01	1.101491e+00	1.223800e+00	1.275376e+00	1.319618e+00	1.359796e+00	1.401168e+00	1.449838e+00	1.495632e+00	1.568246e+00	1.743018e+00	1.701140e+00	-4.028667e-01	
7  7.26115	-1.029775e+00	8.013259e-02	4.971324e-02	6.638294e-01	9.724156e-01	8.085515e-01	2.814120e+00	8.213774e-02	3.141888e-01	1.102925e+00	1.225261e+00	1.276894e+00	1.322726e+00	1.362348e+00	1.403571e+00	1.452319e+00	1.498258e+00	1.571713e+00	1.745518e+00	1.678527e+00	-3.867892e-01	
4  6.92281	-1.000688e+00	-2.538839e-02	4.821543e-02	6.489127e-01	9.758407e-01	8.057246e-01	2.831160e+00	9.936590e-02	3.169652e-01	1.103363e+00	1.224523e+00	1.276575e+00	1.323077e+00	1.361465e+00	1.405690e+00	1.452164e+00	1.500817e+00	1.573451e+00	1.748914e+00	1.615953e+00	-3.649292e-01	
11  7.6357	-9.934312e-01	-7.233274e-02	4.873416e-02	6.302500e-01	9.837697e-01	8.046712e-01	2.522084e+00	9.637039e-02	3.176057e-01	1.104340e+00	1.225841e+00	1.279577e+00	1.325545e+00	1.364346e+00	1.410133e+00	1.455466e+00	1.504994e+00	1.577820e+00	1.753406e+00	1.613407e+00	-3.611993e-01	
29  6.67576	-9.815494e-01	-8.600578e-02	4.624138e-02	6.319356e-01	9.808403e-01	8.046493e-01	2.788431e+00	9.711282e-02	3.180616e-01	1.101784e+00	1.222639e+00	1.275638e+00	1.321446e+00	1.360379e+00	1.406209e+00	1.450009e+00	1.501892e+00	1.572740e+00	1.749392e+00	1.590064e+00	-3.411832e-01	
3  6.8101	-9.844261e-01	-7.215809e-02	4.820574e-02	6.291566e-01	9.844967e-01	8.054207e-01	2.571974e+00	8.777844e-02	3.174143e-01	1.101054e+00	1.222002e+00	1.274648e+00	1.320534e+00	1.359535e+00	1.404646e+00	1.449657e+00	1.501519e+00	1.571419e+00	1.747819e+00	1.633151e+00	-3.569277e-01	
23  6.29926	-9.888867e-01	-7.166092e-02	4.712789e-02	6.150985e-01	9.869362e-01	8.050207e-01	2.391512e+00	1.019480e-01	3.175890e-01	1.101605e+00	1.222504e+00	1.275515e+00	1.321342e+00	1.360371e+00	1.404419e+00	1.451956e+00	1.501691e+00	1.571487e+00	1.748974e+00	1.645914e+00	-3.712523e-01	
10  7.98865	-9.839824e-01	-9.331654e-02	4.706006e-02	6.178090e-01	9.867014e-01	8.047543e-01	2.511051e+00	1.006044e-01	3.178577e-01	1.102107e+00	1.222050e+00	1.277370e+00	1.320804e+00	1.361041e+00	1.404528e+00	1.452521e+00	1.502622e+00	1.573395e+00	1.749890e+00	1.606655e+00	-3.400187e-01	
