4  4.83594	-9.928301e-01	-4.617992e-02	5.130848e-02	6.715690e-01	9.687008e-01	8.070211e-01	2.811216e+00	8.687885e-02	3.162843e-01	1.101612e+00	1.221561e+00	1.275100e+00	1.321519e+00	1.360739e+00	1.401762e+00	1.447868e+00	1.500224e+00	1.569498e+00	1.747346e+00	1.629639e+00	-3.538326e-01	
5  6.36969	-1.000587e+00	-5.735415e-03	5.024993e-02	6.723936e-01	9.650369e-01	8.079211e-01	2.845617e+00	8.788917e-02	3.161447e-01	1.101309e+00	1.220240e+00	1.273602e+00	1.319732e+00	1.358814e+00	1.399046e+00	1.445300e+00	1.497468e+00	1.566652e+00	1.743879e+00	1.673804e+00	-3.804210e-01	
5  7.28483	-9.841500e-01	-4.317243e-02	5.027129e-02	6.631155e-01	9.659608e-01	8.075502e-01	2.716770e+00	7.690614e-02	3.170193e-01	1.100593e+00	1.218294e+00	1.272346e+00	1.317538e+00	1.357140e+00	1.397137e+00	1.443648e+00	1.495444e+00	1.565377e+00	1.742356e+00	1.687246e+00	-3.849355e-01	
4  6.80829	-9.869144e-01	-2.076434e-02	5.008065e-02	6.748321e-01	9.617936e-01	8.088593e-01	2.911394e+00	7.042119e-02	3.162660e-01	1.099110e+00	1.217618e+00	1.269729e+00	1.315596e+00	1.354778e+00	1.394628e+00	1.442261e+00	1.491129e+00	1.562815e+00	1.739541e+00	1.675894e+00	-3.667901e-01	
1  6.17434	-9.729241e-01	-1.104011e-01	5.053346e-02	6.650950e-01	9.700042e-01	8.071053e-01	2.908441e+00	7.527697e-02	3.175278e-01	1.101160e+00	1.221355e+00	1.273851e+00	1.319195e+00	1.360255e+00	1.399757e+00	1.448200e+00	1.498520e+00	1.570051e+00	1.747019e+00	1.669644e+00	-3.651988e-01	
3  5.83969	-9.634436e-01	-1.438210e-01	5.087926e-02	6.572615e-01	9.714193e-01	8.058824e-01	2.756263e+00	6.831742e-02	3.186047e-01	1.102782e+00	1.223293e+00	1.276701e+00	1.320263e+00	1.362656e+00	1.401936e+00	1.450469e+00	1.501271e+00	1.572446e+00	1.750257e+00	1.575369e+00	-3.229011e-01	
19  4.40126	-9.761676e-01	-1.534996e-01	4.966431e-02	6.414256e-01	9.802975e-01	8.058337e-01	2.641941e+00	7.902517e-02	3.174179e-01	1.103665e+00	1.226289e+00	1.279021e+00	1.324561e+00	1.367467e+00	1.406781e+00	1.456485e+00	1.506303e+00	1.578510e+00	1.757500e+00	1.633348e+00	-3.576027e-01	
4  4.13201	-9.673905e-01	-1.793053e-01	4.866575e-02	6.414152e-01	9.780677e-01	8.059529e-01	2.705461e+00	8.680143e-02	3.175204e-01	1.101560e+00	1.223769e+00	1.276909e+00	1.322082e+00	1.363745e+00	1.405225e+00	1.453438e+00	1.504187e+00	1.575275e+00	1.754759e+00	1.641424e+00	-3.591780e-01	
4  4.76269	-9.778465e-01	-4.391086e-02	4.905836e-02	6.668625e-01	9.612901e-01	8.100720e-01	2.789002e+00	6.794723e-02	3.156728e-01	1.096025e+00	1.213668e+00	1.266132e+00	1.308412e+00	1.350836e+00	1.391158e+00	1.437163e+00	1.488819e+00	1.557310e+00	1.735240e+00	1.687256e+00	-3.827304e-01	
1  4.51568	-9.888452e-01	-1.942136e-02	4.961204e-02	6.689888e-01	9.649494e-01	8.099790e-01	2.827259e+00	7.609959e-02	3.149893e-01	1.097046e+00	1.214413e+00	1.267049e+00	1.310603e+00	1.352110e+00	1.393795e+00	1.438632e+00	1.490569e+00	1.559440e+00	1.736457e+00	1.790025e+00	-4.488614e-01	
1  4.64212	-9.880222e-01	-2.822724e-02	4.872923e-02	6.789150e-01	9.636435e-01	8.102913e-01	3.146706e+00	7.350521e-02	3.147262e-01	1.096909e+00	1.214889e+00	1.267746e+00	1.310810e+00	1.352148e+00	1.394299e+00	1.438197e+00	1.491666e+00	1.560021e+00	1.737463e+00	1.881777e+00	-5.040853e-01	
1  4.6526	-9.980336e-01	1.477889e-03	4.987086e-02	6.739862e-01	9.642987e-01	8.103910e-01	2.939058e+00	6.891497e-02	3.146258e-01	1.099161e+00	1.217448e+00	1.270545e+00	1.313479e+00	1.355080e+00	1.395331e+00	1.441794e+00	1.492696e+00	1.562862e+00	1.739019e+00	1.865371e+00	-4.916938e-01	
