1  1.17795	4.874048e-02	6.584450e-01	9.702989e-01	8.102807e-01	2.792752e+00	6.415395e-02	3.140637e-01	1.098779e+00	1.219566e+00	1.271606e+00	1.315892e+00	1.357929e+00	1.400085e+00	1.443576e+00	1.496825e+00	1.565576e+00	1.743164e+00	1.735097e+00	-4.166675e-01	
2  2.34413	5.128941e-02	6.806396e-01	9.663641e-01	8.095256e-01	2.874918e+00	7.896020e-02	3.141947e-01	1.099088e+00	1.219805e+00	1.271857e+00	1.315856e+00	1.357824e+00	1.399299e+00	1.443435e+00	1.495714e+00	1.564285e+00	1.742082e+00	1.639568e+00	-3.593516e-01	
5  1.07996	4.880570e-02	6.766288e-01	9.671705e-01	8.088617e-01	3.125228e+00	8.117526e-02	3.146571e-01	1.100178e+00	1.220840e+00	1.273254e+00	1.317283e+00	1.358438e+00	1.400584e+00	1.445194e+00	1.497193e+00	1.565480e+00	1.743493e+00	1.655979e+00	-3.724487e-01	
19  2.39889	4.880570e-02	6.766288e-01	9.671705e-01	8.088617e-01	3.125228e+00	8.117526e-02	3.146571e-01	1.100207e+00	1.221772e+00	1.272973e+00	1.317563e+00	1.358068e+00	1.401259e+00	1.444699e+00	1.498589e+00	1.565692e+00	1.742544e+00	1.693146e+00	-3.949492e-01	
11  2.86652	4.880570e-02	6.766288e-01	9.671705e-01	8.088617e-01	3.125228e+00	8.117526e-02	3.146571e-01	1.100452e+00	1.221701e+00	1.272879e+00	1.317008e+00	1.358630e+00	1.400619e+00	1.444870e+00	1.498083e+00	1.566983e+00	1.743696e+00	1.826518e+00	-4.734069e-01	
5  3.3895	4.776195e-02	6.653878e-01	9.683057e-01	8.094876e-01	3.055849e+00	6.085613e-02	3.150197e-01	1.100744e+00	1.221723e+00	1.272916e+00	1.317166e+00	1.359205e+00	1.400727e+00	1.445510e+00	1.498556e+00	1.567727e+00	1.744682e+00	1.896975e+00	-5.167938e-01	
1  4.93396	4.723508e-02	6.549454e-01	9.730842e-01	8.083138e-01	2.963591e+00	8.427087e-02	3.153893e-01	1.101288e+00	1.222658e+00	1.274060e+00	1.318070e+00	1.360647e+00	1.402234e+00	1.446516e+00	1.500288e+00	1.568975e+00	1.746622e+00	1.837690e+00	-4.829222e-01	
2  5.06222	4.589787e-02	6.576636e-01	9.711902e-01	8.086578e-01	3.158913e+00	6.863697e-02	3.154917e-01	1.101527e+00	1.222641e+00	1.274144e+00	1.318335e+00	1.360155e+00	1.402085e+00	1.446991e+00	1.500161e+00	1.568989e+00	1.746514e+00	1.892460e+00	-5.167392e-01	
1  5.16824	4.589787e-02	6.576636e-01	9.711902e-01	8.086578e-01	3.158913e+00	6.863697e-02	3.154917e-01	1.101419e+00	1.222672e+00	1.274903e+00	1.318680e+00	1.360784e+00	1.401805e+00	1.446899e+00	1.500315e+00	1.568678e+00	1.746007e+00	1.927675e+00	-5.308097e-01	
3  5.9571	4.589787e-02	6.576636e-01	9.711902e-01	8.086578e-01	3.158913e+00	6.863697e-02	3.154917e-01	1.101137e+00	1.222831e+00	1.275366e+00	1.317257e+00	1.361388e+00	1.402137e+00	1.446380e+00	1.498561e+00	1.567272e+00	1.746472e+00	1.878493e+00	-5.040837e-01	
1  7.27872	4.589787e-02	6.576636e-01	9.711902e-01	8.086578e-01	3.158913e+00	6.863697e-02	3.154917e-01	1.101364e+00	1.222908e+00	1.274719e+00	1.317079e+00	1.360905e+00	1.403066e+00	1.446839e+00	1.499193e+00	1.567334e+00	1.744341e+00	1.951015e+00	-5.492934e-01	
