1  3.1947	5.360382e-02	6.882042e-01	9.617732e-01	8.103044e-01	2.737254e+00	3.657749e-02	3.148593e-01	1.100338e+00	1.220482e+00	1.272483e+00	1.316530e+00	1.359192e+00	1.399011e+00	1.444867e+00	1.495853e+00	1.565020e+00	1.742721e+00	1.667916e+00	-3.789119e-01	
2  4.65158	5.139485e-02	6.747198e-01	9.653273e-01	8.102316e-01	2.713008e+00	3.557074e-02	3.148901e-01	1.100086e+00	1.220339e+00	1.272458e+00	1.316596e+00	1.359211e+00	1.399508e+00	1.445098e+00	1.496516e+00	1.565644e+00	1.743631e+00	1.709754e+00	-4.039863e-01	
2  6.36034	4.954553e-02	6.604730e-01	9.671889e-01	8.086690e-01	2.546890e+00	7.365619e-02	3.152780e-01	1.101502e+00	1.221392e+00	1.273830e+00	1.317498e+00	1.360619e+00	1.400046e+00	1.446353e+00	1.497171e+00	1.566039e+00	1.743700e+00	1.626023e+00	-3.541907e-01	
1  5.73196	4.585446e-02	6.452464e-01	9.700478e-01	8.088192e-01	2.685355e+00	7.610835e-02	3.154135e-01	1.101303e+00	1.220981e+00	1.273577e+00	1.317358e+00	1.360080e+00	1.399998e+00	1.446468e+00	1.497225e+00	1.566053e+00	1.744067e+00	1.705368e+00	-4.018403e-01	
14  5.98474	4.387994e-02	6.490895e-01	9.683854e-01	8.095232e-01	2.949960e+00	6.743095e-02	3.147597e-01	1.100269e+00	1.219931e+00	1.272478e+00	1.316604e+00	1.357930e+00	1.399254e+00	1.445328e+00	1.496129e+00	1.565089e+00	1.742503e+00	1.778648e+00	-4.438405e-01	
1  6.33605	4.331660e-02	6.646494e-01	9.652068e-01	8.116432e-01	3.460607e+00	3.163102e-02	3.140282e-01	1.098265e+00	1.218110e+00	1.270340e+00	1.315163e+00	1.354740e+00	1.398040e+00	1.443250e+00	1.494499e+00	1.563683e+00	1.741129e+00	1.932293e+00	-5.347143e-01	
1  5.14802	4.410971e-02	6.604927e-01	9.653098e-01	8.107231e-01	3.226462e+00	4.368503e-02	3.145124e-01	1.099562e+00	1.219175e+00	1.271552e+00	1.316027e+00	1.356488e+00	1.398523e+00	1.444526e+00	1.495221e+00	1.564373e+00	1.741733e+00	1.857065e+00	-4.908155e-01	
2  2.36923	4.756615e-02	6.712513e-01	9.641698e-01	8.115981e-01	3.102730e+00	4.317299e-02	3.139826e-01	1.098179e+00	1.218077e+00	1.269996e+00	1.314492e+00	1.355600e+00	1.397351e+00	1.442370e+00	1.493748e+00	1.563013e+00	1.740418e+00	1.837789e+00	-4.764672e-01	
10  2.34142	5.063022e-02	6.839713e-01	9.635373e-01	8.116812e-01	3.040232e+00	5.018232e-02	3.137126e-01	1.097366e+00	1.217641e+00	1.269309e+00	1.313720e+00	1.355259e+00	1.396852e+00	1.441129e+00	1.492999e+00	1.562148e+00	1.739861e+00	1.783608e+00	-4.426188e-01	
6  3.07965	5.063022e-02	6.839713e-01	9.635373e-01	8.116812e-01	3.040232e+00	5.018232e-02	3.137126e-01	1.097182e+00	1.217547e+00	1.270322e+00	1.313183e+00	1.354870e+00	1.396558e+00	1.440529e+00	1.492670e+00	1.562089e+00	1.738517e+00	1.804800e+00	-4.523118e-01	
