16  1.50689	4.806592e-02	6.588850e-01	9.681067e-01	8.097308e-01	2.855481e+00	4.862136e-02	3.149001e-01	1.100828e+00	1.221167e+00	1.273553e+00	1.317769e+00	1.359650e+00	1.401133e+00	1.446248e+00	1.498297e+00	1.567126e+00	1.744645e+00	1.731938e+00	-4.190476e-01	
4  2.83987	4.806592e-02	6.588850e-01	9.681067e-01	8.097308e-01	2.855481e+00	4.862136e-02	3.149001e-01	1.101132e+00	1.221147e+00	1.273505e+00	1.317786e+00	1.358958e+00	1.401076e+00	1.446868e+00	1.498547e+00	1.566198e+00	1.744248e+00	1.741067e+00	-4.351446e-01	
1  3.63513	4.890961e-02	6.727337e-01	9.649185e-01	8.093977e-01	2.976051e+00	4.535835e-02	3.150467e-01	1.101587e+00	1.221475e+00	1.273924e+00	1.318151e+00	1.358880e+00	1.400832e+00	1.447330e+00	1.498187e+00	1.565830e+00	1.743855e+00	1.711184e+00	-4.180591e-01	
8  3.42025	4.924517e-02	6.640047e-01	9.679794e-01	8.092362e-01	2.827808e+00	6.910509e-02	3.146192e-01	1.100984e+00	1.221249e+00	1.273549e+00	1.317681e+00	1.358883e+00	1.401182e+00	1.446336e+00	1.498423e+00	1.565836e+00	1.743637e+00	1.674137e+00	-3.940856e-01	
12  4.25453	4.924517e-02	6.640047e-01	9.679794e-01	8.092362e-01	2.827808e+00	6.910509e-02	3.146192e-01	1.100659e+00	1.221564e+00	1.274649e+00	1.317606e+00	1.360317e+00	1.400194e+00	1.447052e+00	1.497384e+00	1.564863e+00	1.744548e+00	1.660053e+00	-3.807299e-01	
9  4.32876	4.883820e-02	6.682200e-01	9.656600e-01	8.096485e-01	2.962707e+00	4.741947e-02	3.149208e-01	1.101182e+00	1.221788e+00	1.274950e+00	1.318049e+00	1.360365e+00	1.400123e+00	1.447851e+00	1.497452e+00	1.565135e+00	1.744841e+00	1.707590e+00	-4.109437e-01	
1  4.46805	4.883820e-02	6.682200e-01	9.656600e-01	8.096485e-01	2.962707e+00	4.741947e-02	3.149208e-01	1.100890e+00	1.222341e+00	1.273716e+00	1.318752e+00	1.359727e+00	1.400886e+00	1.446524e+00	1.498198e+00	1.564624e+00	1.744363e+00	1.742699e+00	-4.297195e-01	
1  5.90118	4.883820e-02	6.682200e-01	9.656600e-01	8.096485e-01	2.962707e+00	4.741947e-02	3.149208e-01	1.100826e+00	1.222776e+00	1.273386e+00	1.319371e+00	1.359983e+00	1.399945e+00	1.447208e+00	1.498261e+00	1.564535e+00	1.744467e+00	1.716636e+00	-4.095168e-01	
12  5.06134	4.883820e-02	6.682200e-01	9.656600e-01	8.096485e-01	2.962707e+00	4.741947e-02	3.149208e-01	1.101037e+00	1.222384e+00	1.272868e+00	1.318624e+00	1.358304e+00	1.400554e+00	1.446728e+00	1.497971e+00	1.565784e+00	1.744335e+00	1.689197e+00	-3.972789e-01	
1  7.21965	4.883820e-02	6.682200e-01	9.656600e-01	8.096485e-01	2.962707e+00	4.741947e-02	3.149208e-01	1.100990e+00	1.221925e+00	1.273090e+00	1.318915e+00	1.357650e+00	1.401242e+00	1.444960e+00	1.498117e+00	1.564712e+00	1.744463e+00	1.616224e+00	-3.484504e-01	
1  5.00524	4.883820e-02	6.682200e-01	9.656600e-01	8.096485e-01	2.962707e+00	4.741947e-02	3.149208e-01	1.101049e+00	1.221896e+00	1.273014e+00	1.319120e+00	1.358263e+00	1.402098e+00	1.444589e+00	1.499273e+00	1.565567e+00	1.744303e+00	1.681490e+00	-3.741869e-01	
1  4.3896	4.883820e-02	6.682200e-01	9.656600e-01	8.096485e-01	2.962707e+00	4.741947e-02	3.149208e-01	1.101804e+00	1.221753e+00	1.273002e+00	1.318627e+00	1.359207e+00	1.400249e+00	1.446416e+00	1.499348e+00	1.566677e+00	1.743786e+00	1.700515e+00	-3.968136e-01	
