,Omegam,Omegab,h,ns,sigma8,mnu,Neff,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,AIA,betaIA,etaIA
Omegam,20526179.33010769,-13297055.740995664,3277969.952048908,4328399.012177365,24268248.399546627,538951.9592541512,-115445.84055577223,-820630.821249044,399229.855856122,599222.9669409601,699768.8617552725,733709.0415488849,780365.969179674,697536.576840956,784882.5903552778,705283.5037566783,440101.1803507076,16733.352103394474,9696.958799783322,29418.388762586997
Omegab,-13297055.740995664,21097919.236384287,-5009470.063693481,-6140894.663392466,-37171462.026825406,-826176.1716497731,183141.93498559954,-2623857.2995285653,-2110030.6199367535,-1666504.746391939,-1559149.105630912,-1413898.4977372629,-1372762.0277822968,-1149307.5573849455,-1225223.8689344728,-1041789.5852046171,-599129.612259723,314.50266416357726,-1830.347913391331,-211.8658871504096
h,3277969.952048908,-5009470.063693481,1227122.8358175664,1617910.0972765547,8907123.624876441,192568.13692765197,-43610.874624119526,749237.1282861006,532655.0350241017,396478.5527649916,357535.388497712,316660.6067140646,302934.4704125582,251529.83446047717,266828.50803134375,225732.76651263388,127944.49341008939,-200.93171498452597,540.8502750429947,-103.37492510142395
ns,4328399.012177365,-6140894.663392466,1617910.0972765547,2677786.2253363715,10734536.473071584,198231.4101478142,-52815.49785447455,1531957.6340565956,859716.8694479056,528072.8965737597,396648.1249059053,292558.9821105555,232507.50090294876,160581.6876758504,138956.106735971,88499.26726416907,25703.782674500697,-832.1015572249271,1126.9125521738417,-850.8890758973245
sigma8,24268248.399546627,-37171462.026825406,8907123.624876441,10734536.473071584,81570758.76229677,1947324.141585033,-324691.6522782867,6166324.717270035,5196319.219082308,4061274.9826525934,3696355.6254092203,3227860.5806222376,3002256.1178223058,2407837.646872668,2465601.439030196,2038801.8251759494,1230941.195737969,334.73816428241935,3192.068754815274,1736.245881407332
mnu,538951.9592541512,-826176.1716497731,192568.13692765197,198231.4101478142,1947324.141585033,50307.85469214095,-7272.896191481397,110449.48821694765,104699.90558220608,90402.07515679614,88690.10589650748,82240.7322173071,80329.45579718068,67149.0373254118,71549.57488826943,61962.111096431814,40052.365667847684,46.85760617115106,67.13925531274806,97.81225311373639
Neff,-115445.84055577223,183141.93498559954,-43610.874624119526,-52815.49785447455,-324691.6522782867,-7272.896191481397,1604.3798682630036,-22193.882532587457,-18166.90709729315,-14505.227522562065,-13675.218741329234,-12470.021864700222,-12155.505436529764,-10206.613551631463,-10903.108089782407,-9274.82106016263,-5318.782187003947,3.1505777004924873,-15.22456976659617,-0.9397190426951503
b1,-820630.821249044,-2623857.2995285653,749237.1282861006,1531957.6340565956,6166324.717270035,110449.48821694765,-22193.882532587457,3643859.1962736845,364633.6576556173,7532.629169575223,3013.1572040346396,532.8822428797581,150.14617980766215,66.30248153199035,31.126619369554263,2.974002860247427,4.695723552054284,87.22658154861385,-246.62229393137434,50.18440906888682
b2,399229.855856122,-2110030.6199367535,532655.0350241017,859716.8694479056,5196319.219082308,104699.90558220608,-18166.90709729315,364633.6576556173,1900411.9692687942,354139.8153736723,9374.787682387214,2370.0523017923097,380.17557303636625,30.098035132971233,12.342514559447187,1.7277445469625496,1.6868047738479284,-26.79952005964006,23.440019646467764,-27.759647141304647
b3,599222.9669409601,-1666504.746391939,396478.5527649916,528072.8965737597,4061274.9826525934,90402.07515679614,-14505.227522562065,7532.629169575223,354139.8153736723,1154100.0840762134,339773.3958312113,8821.822297682487,2025.4322036271606,286.94855205736314,29.505977547225623,6.072952816289235,0.778865447340797,21.56487524420688,-5.969701381410889,20.832750104452145
b4,699768.8617552725,-1559149.105630912,357535.388497712,396648.1249059053,3696355.6254092203,88690.10589650748,-13675.218741329234,3013.1572040346396,9374.787682387214,339773.3958312113,943933.818479494,300709.2144737389,10628.658873649389,1792.177121895131,242.4371606437728,17.76688222435013,4.850765694479472,12.497954735049488,-21.42208955674691,11.184666050028108
b5,733709.0415488849,-1413898.4977372629,316660.6067140646,292558.9821105555,3227860.5806222376,82240.7322173071,-12470.021864700222,532.8822428797581,2370.0523017923097,8821.822297682487,300709.2144737389,760626.0806963505,266948.3867325854,8384.835185378646,1661.106104288095,131.78543030486384,10.807389418253907,-2.610136697848705,2.5269382450449065,2.401837740125206
b6,780365.969179674,-1372762.0277822968,302934.4704125582,232507.50090294876,3002256.1178223058,80329.45579718068,-12155.505436529764,150.14617980766215,380.17557303636625,2025.4322036271606,10628.658873649389,266948.3867325854,699256.283844002,230365.8885325268,11649.550893730313,1025.0343511651874,73.43222791601514,39.101891135664395,-55.25755029883092,41.651316444340296
b7,697536.576840956,-1149307.5573849455,251529.83446047717,160581.6876758504,2407837.646872668,67149.0373254118,-10206.613551631463,66.30248153199035,30.098035132971233,286.94855205736314,1792.177121895131,8384.835185378646,230365.8885325268,519588.4266342863,196155.40218725847,4867.562993949018,377.2162904372487,41.917281651022066,-52.8042414435426,50.207986250512164
b8,784882.5903552778,-1225223.8689344728,266828.50803134375,138956.106735971,2465601.439030196,71549.57488826943,-10903.108089782407,31.126619369554263,12.342514559447187,29.505977547225623,242.4371606437728,1661.106104288095,11649.550893730313,196155.40218725847,611229.9535206603,149738.84674591603,2736.9022131026513,60.24303770718827,-14.791555254870943,89.71707483973046
b9,705283.5037566783,-1041789.5852046171,225732.76651263388,88499.26726416907,2038801.8251759494,61962.111096431814,-9274.82106016263,2.974002860247427,1.7277445469625496,6.072952816289235,17.76688222435013,131.78543030486384,1025.0343511651874,4867.562993949018,149738.84674591603,569932.0221724274,74870.12364669678,-33.7045548074756,-24.10757612462957,-71.41386616937184
b10,440101.1803507076,-599129.612259723,127944.49341008939,25703.782674500697,1230941.195737969,40052.365667847684,-5318.782187003947,4.695723552054284,1.6868047738479284,0.778865447340797,4.850765694479472,10.807389418253907,73.43222791601514,377.2162904372487,2736.9022131026513,74870.12364669678,397784.52857026085,-236.57772240656118,-136.93416973458176,-413.64872924476686
AIA,16733.352103394474,314.50266416357726,-200.93171498452597,-832.1015572249271,334.73816428241935,46.85760617115106,3.1505777004924873,87.22658154861385,-26.79952005964006,21.56487524420688,12.497954735049488,-2.610136697848705,39.101891135664395,41.917281651022066,60.24303770718827,-33.7045548074756,-236.57772240656118,3400.8944466154494,554.0692311097825,5443.103881384983
betaIA,9696.958799783322,-1830.347913391331,540.8502750429947,1126.9125521738417,3192.068754815274,67.13925531274806,-15.22456976659617,-246.62229393137434,23.440019646467764,-5.969701381410889,-21.42208955674691,2.5269382450449065,-55.25755029883092,-52.8042414435426,-14.791555254870943,-24.10757612462957,-136.93416973458176,554.0692311097825,1410.355877141463,1376.9246110474535
etaIA,29418.388762586997,-211.8658871504096,-103.37492510142395,-850.8890758973245,1736.245881407332,97.81225311373639,-0.9397190426951503,50.18440906888682,-27.759647141304647,20.832750104452145,11.184666050028108,2.401837740125206,41.651316444340296,50.207986250512164,89.71707483973046,-71.41386616937184,-413.64872924476686,5443.103881384983,1376.9246110474535,8896.180972067854
