,Omegam,Omegab,h,ns,sigma8,mnu,Neff,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,AIA,betaIA,etaIA
Omegam,4241868.770856573,-2606857.878704013,647452.0341368201,942629.6722890722,1674013.9285950311,-40125.989764831735,-22448.145605659734,-131291.1728025406,-7389.183615665135,8107.729638966042,21066.961613897467,27224.691467362292,29901.77528786473,25757.879474179485,26122.066293115648,18063.039169308322,462.6779645835013,9585.666287071172,4122.240287760637,16302.52882623021
Omegab,-2606857.878704013,4299329.565915897,-928499.4717935222,-1218659.4854172904,-1691482.3356693464,-13747.856129419573,35715.40394976311,-331617.13457506313,-240082.95165741217,-153820.43936776556,-117843.67695250755,-85027.50433180857,-63185.32611489045,-36237.222814837834,-16910.633944763456,3464.057892327175,48437.59709908678,722.300815487242,-643.7536647816487,871.7970312153285
h,647452.0341368201,-928499.4717935222,218916.1311877194,302796.99238677183,383015.2637264469,396.37657444165643,-7987.554278769266,84908.03230702432,58735.35235131734,35922.647292589965,26230.899907118233,17780.09167001006,11840.191781825619,5196.720775413445,75.5493635804537,-6669.759446477856,-15772.81159121884,-198.25471290349915,188.12810161021974,-234.89563458808306
ns,942629.6722890722,-1218659.4854172904,302796.99238677183,446232.0423046871,654605.2375305981,7705.137212403548,-10286.871604206837,147867.08084918314,95348.65325911785,57045.280697889495,41147.91645903732,28052.498491211278,19006.47803550077,9491.867211809451,2834.205134094751,-6757.26929308541,-17188.721473336947,-336.69099240388834,357.19085057365135,-384.3929408322387
sigma8,1674013.9285950311,-1691482.3356693464,383015.2637264469,654605.2375305981,4390279.401244822,257770.3733497142,-10084.61737294698,343616.91877524235,312226.1476635644,256396.97504743637,243968.44889152222,225791.88663046213,226788.7832461269,199638.61391557707,234393.68216415326,240967.77795644698,214297.40233147773,104.60392596442117,770.5442419998693,450.77521826828377
mnu,-40125.989764831735,-13747.856129419573,396.37657444165643,7705.137212403548,257770.3733497142,20974.85659927312,218.75621871768763,24539.913018870247,20653.745947935153,17401.97580347124,16683.793142246166,15615.59277743705,15987.827596459216,14406.273216798729,17487.410589396575,18923.491572854626,18208.47471355092,-18.057748790936955,-31.0995462734952,-39.40241262582504
Neff,-22448.145605659734,35715.40394976311,-7987.554278769266,-10286.871604206837,-10084.61737294698,218.75621871768763,317.69689773093813,-2432.301181311395,-1718.7096839344417,-1031.6270540061957,-733.7474564309462,-466.45962883512135,-275.9960874662919,-57.96579246473071,146.80237803840384,356.65809819433593,736.8974268573294,5.916983790871214,-5.728230066497895,6.973011180560533
b1,-131291.1728025406,-331617.13457506313,84908.03230702432,147867.08084918314,343616.91877524235,24539.913018870247,-2432.301181311395,353535.1529908789,37085.68411930811,606.7221843335772,473.5371272418413,23.308785368425657,36.61390400540093,3.6477586472741743,4.507327119121041,-0.1939612921414198,1.4679697923153254,-2.8924926942657265,6.131110694538238,-2.264303289086742
b2,-7389.183615665135,-240082.95165741217,58735.35235131734,95348.65325911785,312226.1476635644,20653.745947935153,-1718.7096839344417,37085.68411930811,213917.94145266162,32691.196589687206,90.06694221522413,604.5329882843424,-14.427441233235827,18.955724445306842,4.1184870751010605,0.27119714998058037,0.7768182152379564,-28.182819368122672,60.50778190114337,-22.08355005348923
b3,8107.729638966042,-153820.43936776556,35922.647292589965,57045.280697889495,256396.97504743637,17401.97580347124,-1031.6270540061957,606.7221843335772,32691.196589687206,144598.54099260128,33117.007615169015,-129.56884071834534,527.8344572345611,10.639345823218889,6.224756618463494,4.7479490697781825,0.06480998147842486,-17.829440138225483,37.300180693613484,-14.184584225709244
b4,21066.961613897467,-117843.67695250755,26230.899907118233,41147.91645903732,243968.44889152222,16683.793142246166,-733.7474564309462,473.5371272418413,90.06694221522413,33117.007615169015,119819.20405122865,29982.783753939853,215.7146583124911,387.93116689657876,49.141495346902985,6.626601139453596,3.8465108926071645,-39.39776084317545,47.83017706051266,-38.99292890827988
b5,27224.691467362292,-85027.50433180857,17780.09167001006,28052.498491211278,225791.88663046213,15615.59277743705,-466.45962883512135,23.308785368425657,604.5329882843424,-129.56884071834534,29982.783753939853,98662.02738560973,27189.74857161278,429.6540720882479,339.8803586617691,55.076310548564784,7.1317346725356145,-17.632653393475962,24.894422495257583,-15.546238592640938
b6,29901.77528786473,-63185.32611489045,11840.191781825619,19006.47803550077,226788.7832461269,15987.827596459216,-275.9960874662919,36.61390400540093,-14.427441233235827,527.8344572345611,215.7146583124911,27189.74857161278,93190.76397393468,24100.465420887078,974.1806118375239,267.8307121330279,47.257901961341894,1.5399205754614333,-7.942602454853592,-1.49821377698642
b7,25757.879474179485,-36237.222814837834,5196.720775413445,9491.867211809451,199638.61391557707,14406.273216798729,-57.96579246473071,3.6477586472741743,18.955724445306842,10.639345823218889,387.93116689657876,429.6540720882479,24100.465420887078,74410.73536285723,20258.212694167727,695.9667073649482,114.01767247424061,2.3733529629017585,-12.585240291324507,-0.0944586930231397
b8,26122.066293115648,-16910.633944763456,75.5493635804537,2834.205134094751,234393.68216415326,17487.410589396575,146.80237803840384,4.507327119121041,4.1184870751010605,6.224756618463494,49.141495346902985,339.8803586617691,974.1806118375239,20258.212694167727,93121.97171497201,16787.206946477905,610.5326213944286,-2.2810893318860894,10.02019524668263,2.88628472915856
b9,18063.039169308322,3464.057892327175,-6669.759446477856,-6757.26929308541,240967.77795644698,18923.491572854626,356.65809819433593,-0.1939612921414198,0.27119714998058037,4.7479490697781825,6.626601139453596,55.076310548564784,267.8307121330279,695.9667073649482,16787.206946477905,97006.22707999185,11468.740590458352,-122.4886750412125,-47.500897851990935,-212.85221862469726
b10,462.6779645835013,48437.59709908678,-15772.81159121884,-17188.721473336947,214297.40233147773,18208.47471355092,736.8974268573294,1.4679697923153254,0.7768182152379564,0.06480998147842486,3.8465108926071645,7.1317346725356145,47.257901961341894,114.01767247424061,610.5326213944286,11468.740590458352,88811.1942169163,-343.65562846340123,-207.01980423301308,-605.2172864378247
AIA,9585.666287071172,722.300815487242,-198.25471290349915,-336.69099240388834,104.60392596442117,-18.057748790936955,5.916983790871214,-2.8924926942657265,-28.182819368122672,-17.829440138225483,-39.39776084317545,-17.632653393475962,1.5399205754614333,2.3733529629017585,-2.2810893318860894,-122.4886750412125,-343.65562846340123,1771.0575724539526,429.95933711813467,2887.8594633158164
betaIA,4122.240287760637,-643.7536647816487,188.12810161021974,357.19085057365135,770.5442419998693,-31.0995462734952,-5.728230066497895,6.131110694538238,60.50778190114337,37.300180693613484,47.83017706051266,24.894422495257583,-7.942602454853592,-12.585240291324507,10.02019524668263,-47.500897851990935,-207.01980423301308,429.95933711813467,679.1580803909534,913.5558813434545
