,Omegam,Omegab,h,ns,sigma8,mnu,Neff,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,AIA,betaIA,etaIA
Omegam,6034265.673897802,-1684400.966393246,413849.805709981,508800.9076178772,2609759.0502593312,8660.52965305639,-14828.605608797634,-645288.5176263718,-129682.84295554389,-53663.45604056387,-19560.822459157935,3198.7145186865337,14240.043097212609,17329.250709158794,21711.9543494677,18170.326971771527,1063.495885852888,9180.411293002968,4661.805451977353,15887.87024320611
Omegab,-1684400.966393246,2610167.604383495,-534393.492076776,-552632.9886501802,-1268701.1620275155,36620.9536746374,22114.354954502935,-118887.99934516412,-101540.20823883881,-73866.23510296427,-61126.22680701216,-47299.575165363254,-35835.0445659739,-19385.538572634316,-6444.144826699801,11826.476194457688,47194.779931302925,602.8322525361104,-497.9195538313588,742.2972282969924
h,413849.805709981,-534393.492076776,118504.93055182115,130412.1637757811,274110.2941918795,-8167.501270853935,-4700.268100353706,23795.782716472262,22151.4449881013,15609.707200771429,12459.764752060082,8851.51449922367,5843.5009591070175,2081.230049601312,-1511.9781290303836,-6735.308518298857,-13971.551873431663,-174.93869080999085,146.12084968352826,-214.34813431363324
ns,508800.9076178772,-552632.9886501802,130412.1637757811,158457.78091132717,190724.2320955427,-10564.914698761288,-4913.991315600312,25353.367950503434,17049.053071576112,8160.779050513388,3690.308707770639,-312.38728384065735,-4272.456616581252,-7291.838738399656,-12925.97407170009,-18869.209290055936,-24112.15661544886,-273.8601258706446,265.79520066978995,-320.9659372182051
sigma8,2609759.0502593312,-1268701.1620275155,274110.2941918795,190724.2320955427,7299920.690970061,110724.05505960438,-9085.497698153036,567005.301693611,429474.1336230776,323009.14484406094,292519.67130709434,260773.3708585812,254607.57278716826,219470.25844678056,252846.6638239274,255618.09065427142,223017.70564573226,-832.0977317750312,2154.4027271057016,-463.2633007880927
mnu,8660.52965305639,36620.9536746374,-8167.501270853935,-10564.914698761288,110724.05505960438,3464.696835132354,356.8620811151543,7347.001050395205,4610.928945319607,3441.0926688978598,3338.5378355516987,3345.4657846490118,3753.736469720182,3743.3593996792597,5048.421822759235,6152.428137546649,6784.523904333399,0.7886007308134553,35.97259120200362,14.8789142238172
Neff,-14828.605608797634,22114.354954502935,-4700.268100353706,-4913.991315600312,-9085.497698153036,356.8620811151543,197.4131924381526,-764.06446411142,-771.0874551219733,-564.5322384633994,-462.18797061717885,-336.15341298610355,-231.84550906073008,-89.46329867690211,41.552985914710746,225.5131809515363,539.0638986295461,5.722310727345994,-4.144468453117678,7.255882627423223
b1,-645288.5176263718,-118887.99934516412,23795.782716472262,25353.367950503434,567005.301693611,7347.001050395205,-764.06446411142,509974.6027977155,43857.24541606706,496.5774776566663,652.8443441066112,14.762914766930331,42.72092027775235,5.270497296868701,3.6689777947448183,0.013662039156570313,1.3191649087233166,-5.827734610473084,16.50052555643437,-3.0602383983969244
b2,-129682.84295554389,-101540.20823883881,22151.4449881013,17049.053071576112,429474.1336230776,4610.928945319607,-771.0874551219733,43857.24541606706,236058.38761028502,33335.683327202445,68.84522606004737,710.317374848329,-19.50781901294453,20.901852032653245,5.79200813257264,0.11488485298277337,0.8366337061522101,-61.354833185971785,142.62460690211557,-45.82642095863889
b3,-53663.45604056387,-73866.23510296427,15609.707200771429,8160.779050513388,323009.14484406094,3441.0926688978598,-564.5322384633994,496.5774776566663,33335.683327202445,156456.71940150397,34084.80577098421,-136.74451043244738,565.5469310635555,15.959966351273037,4.020913095057902,5.231264352852301,0.05135452603834252,-67.87198495097076,123.48806149215164,-56.223135583307815
