,Omegam,Omegab,h,ns,sigma8,mnu,Neff,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,AIA,betaIA,etaIA
b4,-19560.822459157935,-61126.22680701216,12459.764752060082,3690.308707770639,292519.67130709434,3338.5378355516987,-462.18797061717885,652.8443441066112,68.84522606004737,34084.80577098421,126405.41816440188,30628.269083831256,228.93732811600432,404.7322579228587,53.47541429394873,6.604591174958043,3.828148508060979,-112.31698219441827,143.43649391166022,-107.85216051821983
b5,3198.7145186865337,-47299.575165363254,8851.51449922367,-312.38728384065735,260773.3708585812,3345.4657846490118,-336.15341298610355,14.762914766930331,710.317374848329,-136.74451043244738,30628.269083831256,102453.22183573624,27719.10857916469,462.1692607072565,351.49311819999895,58.33845622050356,7.652201648217535,-77.70269014680815,99.29931149985708,-78.09098099309792
b6,14240.043097212609,-35835.0445659739,5843.5009591070175,-4272.456616581252,254607.57278716826,3753.736469720182,-231.84550906073008,42.72092027775235,-19.50781901294453,565.5469310635555,228.93732811600432,27719.10857916469,96065.02932354504,24484.68915542452,1001.4519199113381,277.652603003481,49.247270096833766,-40.37809890101589,39.69045352048604,-50.20503952227307
b7,17329.250709158794,-19385.538572634316,2081.230049601312,-7291.838738399656,219470.25844678056,3743.3593996792597,-89.46329867690211,5.270497296868701,20.901852032653245,15.959966351273037,404.7322579228587,462.1692607072565,24484.68915542452,76370.07980683875,20483.9144163665,714.439711167614,116.5525966670225,-29.070030178471782,16.082474867858842,-39.69541110125224
b8,21711.9543494677,-6444.144826699801,-1511.9781290303836,-12925.97407170009,252846.6638239274,5048.421822759235,41.552985914710746,3.6689777947448183,5.79200813257264,4.020913095057902,53.47541429394873,351.49311819999895,1001.4519199113381,20483.9144163665,94975.4487034978,16952.151597403063,625.1092452730328,-30.449788938649604,24.38771079877388,-36.23373483340309
b9,18170.326971771527,11826.476194457688,-6735.308518298857,-18869.209290055936,255618.09065427142,6152.428137546649,225.5131809515363,0.013662039156570313,0.11488485298277337,5.231264352852301,6.604591174958043,58.33845622050356,277.652603003481,714.439711167614,16952.151597403063,98391.89215432324,11579.663407287082,-136.5836731065613,-46.61103222157773,-234.2749263136935
b10,1063.495885852888,47194.779931302925,-13971.551873431663,-24112.15661544886,223017.70564573226,6784.523904333399,539.0638986295461,1.3191649087233166,0.8366337061522101,0.05135452603834252,3.828148508060979,7.652201648217535,49.247270096833766,116.5525966670225,625.1092452730328,11579.663407287082,89452.40356289459,-337.9187541427114,-203.39770751787853,-595.0278614837497
AIA,9180.411293002968,602.8322525361104,-174.93869080999085,-273.8601258706446,-832.0977317750312,0.7886007308134553,5.722310727345994,-5.827734610473084,-61.354833185971785,-67.87198495097076,-112.31698219441827,-77.70269014680815,-40.37809890101589,-29.070030178471782,-30.449788938649604,-136.5836731065613,-337.9187541427114,1768.6397804425064,414.5105526608532,2878.0993397109173
betaIA,4661.805451977353,-497.9195538313588,146.12084968352826,265.79520066978995,2154.4027271057016,35.97259120200362,-4.144468453117678,16.50052555643437,142.62460690211557,123.48806149215164,143.43649391166022,99.29931149985708,39.69045352048604,16.082474867858842,24.38771079877388,-46.61103222157773,-203.39770751787853,414.5105526608532,693.9586467072547,895.7207506276525
etaIA,15887.87024320611,742.2972282969924,-214.34813431363324,-320.9659372182051,-463.2633007880927,14.8789142238172,7.255882627423223,-3.0602383983969244,-45.82642095863889,-56.223135583307815,-107.85216051821983,-78.09098099309792,-50.20503952227307,-39.69541110125224,-36.23373483340309,-234.2749263136935,-595.0278614837497,2878.0993397109173,895.7207506276525,4766.644244290544
