,Omegam,Omegab,h,ns,sigma8,mnu,Neff,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,AIA,betaIA,etaIA
Omegam,4242478.099509519,-2608322.204914432,648026.9347724668,942761.5217219118,1674293.317760728,-42999.38163666392,-23352.983232610004,-131129.45555862936,-7318.256845442333,8145.829353113511,21093.538257773867,27242.246726220947,29913.351322134607,25763.73454918184,26124.385152018218,18059.962144957044,452.27934691888186,9587.96527678933,4122.453645848243,16306.14699754628
Omegab,-2608322.204914432,4308864.965316985,-929513.635995391,-1218823.8534260108,-1693139.945933092,-8907.216130969291,36872.751486584166,-331767.6520932881,-240208.86438582867,-153918.72073572746,-117934.0929364016,-85114.75223978242,-63268.59595290774,-36330.90946359819,-16963.444741393378,3313.1393300335403,48385.320150925676,722.6372075920153,-643.6988850694239,872.338463129308
h,648026.9347724668,-929513.635995391,219217.82900881022,303037.8880675055,383754.3221136568,-750.0167221165657,-8224.080672657888,85030.16589385291,58824.92135842135,35986.38509423025,26283.588531716603,17822.223335566778,11877.61715936332,5226.604364260493,103.77914757325152,-6642.830886340455,-15753.734237735556,-198.84823828676326,188.18619262852891,-235.78719108277053
ns,942761.5217219118,-1218823.8534260108,303037.8880675055,446155.7330506207,654496.4479660881,5771.534433111828,-10727.792492988205,147845.10177531498,95342.8732259944,57043.46986735627,41147.10228009358,28052.081896749536,19006.8327811188,9491.88802774145,2834.781188784002,-6756.688606416851,-17188.138690182328,-336.522468208006,356.9371446293614,-384.22998310944325
sigma8,1674293.317760728,-1693139.945933092,383754.3221136568,654496.4479660881,4390076.624575285,249132.52574556204,-14439.651860919415,343578.48720277916,312211.12410212314,256389.55801173838,243963.2964951726,225788.09658129362,226786.86527388135,199636.23531431102,234392.84419463837,240966.56991864272,214296.59535797537,104.90614274757357,770.308124174596,451.15164911011806
mnu,-42999.38163666392,-8907.216130969291,-750.0167221165657,5771.534433111828,249132.52574556204,19950.43824769438,-31.46754184609694,23486.059693157706,19805.436899777524,16757.539383609244,16114.436154098883,15122.881102413257,15524.39612780555,14021.845747474808,17059.884615486302,18505.919966014117,17852.47995456168,-15.71755422998463,-32.05140459326034,-36.15686981558722
Neff,-23352.983232610004,36872.751486584166,-8224.080672657888,-10727.792492988205,-14439.651860919415,-31.46754184609694,331.6770802196282,-2746.2254867515894,-2017.893412255504,-1288.579206656461,-984.6916005063182,-703.958377708716,-519.9351591548726,-277.54785554638795,-117.67540106985469,73.31667791248785,470.5329878932526,2.8467636883109075,-6.720944913061853,1.8733123984986844
b1,-131129.45555862936,-331767.6520932881,85030.16589385291,147845.10177531498,343578.48720277916,23486.059693157706,-2746.2254867515894,353496.6486274747,37084.25811990564,606.8168520270431,473.4477907504056,23.317371461891426,36.61310150010926,3.6469177299872184,4.508252848238023,-0.19426275857774566,1.4683084839581653,-2.9001544473370577,6.151865035426943,-2.268843321022066
b2,-7318.256845442333,-240208.86438582867,58824.92135842135,95342.8732259944,312211.12410212314,19805.436899777524,-2017.893412255504,37084.25811990564,213914.8164675199,32691.547655049628,90.00919355569721,604.517283136172,-14.435615465814607,18.959988681244994,4.117309585990238,0.27136817230042737,0.7769956343511792,-28.187586697374538,60.51982383518658,-22.08709469766623
b3,8145.829353113511,-153918.72073572746,35986.38509423025,57043.46986735627,256389.55801173838,16757.539383609244,-1288.579206656461,606.8168520270431,32691.547655049628,144598.9733436668,33117.42955777651,-129.73300969529942,527.8810785491381,10.622335230686314,6.229230409824309,4.748170324612059,0.06472022044622311,-17.836109526233514,37.312097211102326,-14.190083548309339
