,Omegam,Omegab,h,ns,sigma8,mnu,Neff,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,AIA,betaIA,etaIA
b4,21093.538257773867,-117934.0929364016,26283.588531716603,41147.10228009358,243963.2964951726,16114.436154098883,-984.6916005063182,473.4477907504056,90.00919355569721,33117.42955777651,119820.29499813762,29983.22518634467,215.5541840530725,387.97199722853316,49.132701305501996,6.62751559258965,3.8472286704934047,-39.40738779580922,47.84164357075275,-39.002460098742354
b5,27242.246726220947,-85114.75223978242,17822.223335566778,28052.081896749536,225788.09658129362,15122.881102413257,-703.958377708716,23.317371461891426,604.517283136172,-129.73300969529942,29983.22518634467,98663.0565739919,27190.03443466915,429.5300112124543,339.90339439466607,55.07505666090039,7.131416426227525,-17.633429953819757,24.895943708048122,-15.546653070001977
b6,29913.351322134607,-63268.59595290774,11877.61715936332,19006.8327811188,226786.86527388135,15524.39612780555,-519.9351591548726,36.61310150010926,-14.435615465814607,527.8810785491381,215.5541840530725,27190.03443466915,93191.97668313108,24100.720932262375,974.1130645228168,267.83560845781494,47.2584040620311,1.5410810134946296,-7.944805651738257,-1.4973193713649442
b7,25763.73454918184,-36330.90946359819,5226.604364260493,9491.88802774145,199636.23531431102,14021.845747474808,-277.54785554638795,3.6469177299872184,18.959988681244994,10.622335230686314,387.97199722853316,429.5300112124543,24100.720932262375,74410.86046148364,20258.195412198722,695.9456618310014,114.01933331152802,2.374141770324597,-12.590074154058541,-0.09502789565006342
b8,26124.385152018218,-16963.444741393378,103.77914757325152,2834.781188784002,234392.84419463837,17059.884615486302,-117.67540106985469,4.508252848238023,4.117309585990238,6.229230409824309,49.132701305501996,339.90339439466607,974.1130645228168,20258.195412198722,93122.47576110589,16787.337532820773,610.5301118769106,-2.282189139762597,10.025059508329047,2.887138008106741
b9,18059.962144957044,3313.1393300335403,-6642.830886340455,-6756.688606416851,240966.56991864272,18505.919966014117,73.31667791248785,-0.19426275857774566,0.27136817230042737,4.748170324612059,6.62751559258965,55.07505666090039,267.83560845781494,695.9456618310014,16787.337532820773,97006.01293205419,11468.662297261906,-122.53118805745937,-47.516731867564125,-212.92495493635363
b10,452.27934691888186,48385.320150925676,-15753.734237735556,-17188.138690182328,214296.59535797537,17852.47995456168,470.5329878932526,1.4683084839581653,0.7769956343511792,0.06472022044622311,3.8472286704934047,7.131416426227525,47.2584040620311,114.01933331152802,610.5301118769106,11468.662297261906,88810.9512318681,-343.76556251655603,-207.0870947966271,-605.4114338849065
AIA,9587.96527678933,722.6372075920153,-198.84823828676326,-336.522468208006,104.90614274757357,-15.71755422998463,2.8467636883109075,-2.9001544473370577,-28.187586697374538,-17.836109526233514,-39.40738779580922,-17.633429953819757,1.5410810134946296,2.374141770324597,-2.282189139762597,-122.53118805745937,-343.76556251655603,1771.4818792533738,430.0844499119265,2888.5598506674023
betaIA,4122.453645848243,-643.6988850694239,188.18619262852891,356.9371446293614,770.308124174596,-32.05140459326034,-6.720944913061853,6.151865035426943,60.51982383518658,37.312097211102326,47.84164357075275,24.895943708048122,-7.944805651738257,-12.590074154058541,10.025059508329047,-47.516731867564125,-207.0870947966271,430.0844499119265,679.3110717051753,913.8050533605953
etaIA,16306.14699754628,872.338463129308,-235.78719108277053,-384.22998310944325,451.15164911011806,-36.15686981558722,1.8733123984986844,-2.268843321022066,-22.08709469766623,-14.190083548309339,-39.002460098742354,-15.546653070001977,-1.4973193713649442,-0.09502789565006342,2.887138008106741,-212.92495493635363,-605.4114338849065,2888.5598506674023,913.8050533605953,4789.712272592347
