,Omegam,Omegab,h,ns,sigma8,mnu,Neff,lnbgs8_1,lnbgs8_2,lnbgs8_3,lnbgs8_4,Ps_1,Ps_2,Ps_3,Ps_4
Omegam,3353945.8918485097,-2491351.283594018,-5739075.809789775,583758.3973720614,440925.85871767334,-78198.78647185839,-21146.236350997027,898660.5553952693,898479.3014243254,757238.9542762891,676170.0814767069,131.07911222517868,122.97881152883446,97.9971859773053,83.53700529390584
Omegab,-2491351.283594018,5555037.877498886,1643382.5201772328,-1139065.6732160752,-107169.80557449098,123962.42266909858,46953.71336662296,-321753.79229922645,-253484.1201505639,-133074.2895488704,34651.20298334304,-101.00371766205937,-89.02491082232918,-65.70248005625936,-49.12880066953325
h,-5739075.809789775,1643382.5201772328,17878055.69161116,-423670.43669937144,-2053665.757292909,99579.29965018592,13689.331988529311,-2387916.589399721,-2293087.432921964,-1897624.3393111094,-1738487.5164277114,-318.28043074958407,-283.75495794405015,-215.66990122606856,-175.88434110264063
ns,583758.3973720614,-1139065.6732160752,-423670.43669937144,331743.04550507234,1302.0344036091283,-34044.53834389401,-10195.1358993119,59956.747969926844,40205.53630880239,9190.572805818432,-38593.61858911309,28.037700979115908,24.552255105308895,17.873388569197626,12.897168008936651
sigma8,440925.85871767334,-107169.80557449098,-2053665.757292909,1302.0344036091283,311296.6415882316,-7730.745771707057,-927.1856796000448,242163.02355861757,229756.14046022878,189653.08234415203,177587.3328485721,30.37320996798318,26.56077300316818,19.91879221363427,16.275997553896875
mnu,-78198.78647185839,123962.42266909858,99579.29965018592,-34044.53834389401,-7730.745771707057,4011.316545962871,1074.6055082063863,-14090.362062838673,-11210.258354560196,-6514.845041340081,-1151.8753056559563,-3.5076868635674567,-2.983705782541586,-2.138386983671068,-1.5623196772902517
Neff,-21146.236350997027,46953.71336662296,13689.331988529311,-10195.1358993119,-927.1856796000448,1074.6055082063863,430.2430393274797,-2799.8628001196766,-2200.7549061400873,-1122.406808226161,373.08850141791527,-0.9005236313971727,-0.7901741347325772,-0.581021850715272,-0.43034713135886593
lnbgs8_1,898660.5553952693,-321753.79229922645,-2387916.589399721,59956.747969926844,242163.02355861757,-14090.362062838673,-2799.8628001196766,1264748.2252923744,0.0,0.0,0.0,145.51367517525858,0.0,0.0,0.0
lnbgs8_2,898479.3014243254,-253484.1201505639,-2293087.432921964,40205.53630880239,229756.14046022878,-11210.258354560196,-2200.7549061400873,0.0,1248351.1913922394,0.0,0.0,0.0,134.58028925690584,0.0,0.0
lnbgs8_3,757238.9542762891,-133074.2895488704,-1897624.3393111094,9190.572805818432,189653.08234415203,-6514.845041340081,-1122.406808226161,0.0,0.0,1064211.3744638278,0.0,0.0,0.0,106.34793017914845,0.0
lnbgs8_4,676170.0814767069,34651.20298334304,-1738487.5164277114,-38593.61858911309,177587.3328485721,-1151.8753056559563,373.08850141791527,0.0,0.0,0.0,1013056.915297345,0.0,0.0,0.0,91.0321086298808
Ps_1,131.07911222517868,-101.00371766205937,-318.28043074958407,28.037700979115908,30.37320996798318,-3.5076868635674567,-0.9005236313971727,145.51367517525858,0.0,0.0,0.0,0.024937485705583008,0.0,0.0,0.0
Ps_2,122.97881152883446,-89.02491082232918,-283.75495794405015,24.552255105308895,26.56077300316818,-2.983705782541586,-0.7901741347325772,0.0,134.58028925690584,0.0,0.0,0.0,0.021744153016070532,0.0,0.0
Ps_3,97.9971859773053,-65.70248005625936,-215.66990122606856,17.873388569197626,19.91879221363427,-2.138386983671068,-0.581021850715272,0.0,0.0,106.34793017914845,0.0,0.0,0.0,0.01617137254700202,0.0
Ps_4,83.53700529390584,-49.12880066953325,-175.88434110264063,12.897168008936651,16.275997553896875,-1.5623196772902517,-0.43034713135886593,0.0,0.0,0.0,91.0321086298808,0.0,0.0,0.0,0.01293975073071619
