,Omegam,Omegab,h,ns,sigma8,mnu,Neff,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,AIA,betaIA,etaIA
b4,691578.176214927,-1479928.803901451,336214.7706674511,361507.4220772212,3508785.5615351815,85302.29371081738,-11410.113199691077,279.77639177965403,121059.02120330217,-1093442.0764387352,3423367.806031231,-1062991.7291625827,117045.53960694592,3016.6347557910117,65.35668951056122,8.202506101533789,0.9744658718961257,-172.58491683357758,257.6619457958884,-142.97095115241527
b5,703405.8375854067,-1355578.7131055328,302464.84158033994,273740.47426707,3098084.354049312,79341.74274563312,-10486.940536473696,264.070773179192,-370.0603700229277,141731.56393491357,-1062991.7291625827,3022432.8231756953,-899381.6422692174,89539.04088188561,1020.8733410037297,54.4399118507949,1.0801626226700618,78.50240119232988,-65.73612043987589,111.46211197557459
b6,725880.8670140521,-1276384.1093910877,281145.5624448302,213313.40903754756,2797823.607478042,74741.52734784085,-9891.869685986,189.9702806448662,86.99347535566994,2711.8827109118015,117045.53960694592,-899381.6422692174,2526877.5014291173,-671761.0920611252,58924.82199342227,-219.0649067803128,13.480842482971147,42.42207937192807,7.234527388577518,77.04625047200855
b7,739620.8322499952,-1221831.81622763,266906.0509485112,168223.15805131773,2567278.15061206,71426.3966222522,-9508.790378961088,69.77680084879923,39.764366525881584,82.80363232037661,3016.6347557910117,89539.04088188561,-671761.0920611252,1998388.9884598544,-422765.54315265495,26428.91503721642,-31.07863673087128,127.67225036203853,12.115178957797589,204.03733249707926
b8,751167.1997995526,-1172518.1678416354,254891.5780314,129735.6561283528,2367227.146039461,68733.21020492773,-9171.05348176997,26.890740174005174,10.671615888599971,24.613139761721992,65.35668951056122,1020.8733410037297,58924.82199342227,-422765.54315265495,1483431.089858077,-192955.173426942,4389.3148216059535,170.4085433166189,87.1554310217255,281.3219484021375
b9,730078.1605373037,-1081211.7585673972,234348.14799028262,91982.80881235098,2099970.0012899484,63715.11384061017,-8428.532300718563,3.560621518132923,0.7120355695275278,2.709642539528431,8.202506101533789,54.4399118507949,-219.0649067803128,26428.91503721642,-192955.173426942,1032718.1529150195,-41587.56900391781,55.030881658712275,303.17421602723357,190.8020214108901
b10,463855.79192368774,-634623.2260899901,136042.01391492374,29377.593998728902,1279986.1174612886,41787.382472834135,-4872.282547755005,4.585543440836727,0.8368529556797586,1.048628576748175,0.9744658718961257,1.0801626226700618,13.480842482971147,-31.07863673087128,4389.3148216059535,-41587.56900391781,520852.82193712034,-665.6447302496261,-368.1485165241727,-1159.6728051478103
AIA,16585.897566948395,371.9111996576754,-213.73373716374567,-844.13721113464,232.12716181259916,44.090825221320145,4.097577794827541,244.85070791150653,-98.17694483501009,335.3849389107874,-172.58491683357758,78.50240119232988,42.42207937192807,127.67225036203853,170.4085433166189,55.030881658712275,-665.6447302496261,3393.14091417587,547.745549944512,5429.032199921716
betaIA,9594.14556004049,-1807.1034423497424,535.5857082000585,1129.7299002709606,3154.4300961050926,66.02704372324695,-14.012724996727583,-633.8131124368501,290.3514894065004,-444.23726767783734,257.6619457958884,-65.73612043987589,7.234527388577518,12.115178957797589,87.1554310217255,303.17421602723357,-368.1485165241727,547.745549944512,1404.2842994970908,1364.8434491255232
etaIA,29154.168422745053,-114.12374288964807,-125.1971114914733,-868.4482615884202,1562.5611313684494,93.10060208967106,0.9852074836527265,160.9103591036491,-60.60410332353265,321.56790166067094,-142.97095115241527,111.46211197557459,77.04625047200855,204.03733249707926,281.3219484021375,190.8020214108901,-1159.6728051478103,5429.032199921716,1364.8434491255232,8870.305199966695
