,Omegam,Omegab,h,ns,sigma8,mnu,Neff,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,AIA,betaIA,etaIA
Omegam,20576913.006404568,-13309099.409149995,3283511.9705681265,4342039.365086852,24311872.02250787,539533.4693425916,-105372.24109060984,-1079118.455989341,667514.3169069956,597934.159783277,691578.176214927,703405.8375854067,725880.8670140521,739620.8322499952,751167.1997995526,730078.1605373037,463855.79192368774,16585.897566948395,9594.14556004049,29154.168422745053
Omegab,-13309099.409149995,21097987.941526942,-5014121.80421729,-6152703.83248826,-37217871.283462584,-826770.1182121452,167427.20827194882,-2647056.4371324014,-2207267.487385937,-1706098.5374005146,-1479928.803901451,-1355578.7131055328,-1276384.1093910877,-1221831.81622763,-1172518.1678416354,-1081211.7585673972,-634623.2260899901,371.9111996576754,-1807.1034423497424,-114.12374288964807
h,3283511.9705681265,-5014121.80421729,1229502.6925954884,1623433.0394739346,8925109.509849237,192831.03878889588,-39997.22190329386,769045.5717277827,556372.9424764091,400404.16335109057,336214.7706674511,302464.84158033994,281145.5624448302,266906.0509485112,254891.5780314,234348.14799028262,136042.01391492374,-213.73373716374567,535.5857082000585,-125.1971114914733
ns,4342039.365086852,-6152703.83248826,1623433.0394739346,2690135.1949345293,10774388.755133592,199071.73840699822,-49196.49593836877,1610209.2450796415,894813.1532164963,514707.4104864899,361507.4220772212,273740.47426707,213313.40903754756,168223.15805131773,129735.6561283528,91982.80881235098,29377.593998728902,-844.13721113464,1129.7299002709606,-868.4482615884202
sigma8,24311872.02250787,-37217871.283462584,8925109.509849237,10774388.755133592,81725718.34517363,1949481.7294612133,-289441.11630162277,6148858.72325469,5504897.6641925555,4193142.658966723,3508785.5615351815,3098084.354049312,2797823.607478042,2567278.15061206,2367227.146039461,2099970.0012899484,1279986.1174612886,232.12716181259916,3154.4300961050926,1562.5611313684494
mnu,539533.4693425916,-826770.1182121452,192831.03878889588,199071.73840699822,1949481.7294612133,50299.958650043074,-6367.594857920052,107912.13851492718,110000.42150357638,94919.66760067183,85302.29371081738,79341.74274563312,74741.52734784085,71426.3966222522,68733.21020492773,63715.11384061017,41787.382472834135,44.090825221320145,66.02704372324695,93.10060208967106
Neff,-105372.24109060984,167427.20827194882,-39997.22190329386,-49196.49593836877,-289441.11630162277,-6367.594857920052,1344.3709084417058,-20560.245682019413,-17069.963658274828,-13130.749072166676,-11410.113199691077,-10486.940536473696,-9891.869685986,-9508.790378961088,-9171.05348176997,-8428.532300718563,-4872.282547755005,4.097577794827541,-14.012724996727583,0.9852074836527265
b1,-1079118.455989341,-2647056.4371324014,769045.5717277827,1610209.2450796415,6148858.72325469,107912.13851492718,-20560.245682019413,4450462.15602527,-278568.51247052464,58593.03551579752,279.77639177965403,264.070773179192,189.9702806448662,69.77680084879923,26.890740174005174,3.560621518132923,4.585543440836727,244.85070791150653,-633.8131124368501,160.9103591036491
b2,667514.3169069956,-2207267.487385937,556372.9424764091,894813.1532164963,5504897.6641925555,110000.42150357638,-17069.963658274828,-278568.51247052464,3652613.8462117994,-854100.2211721553,121059.02120330217,-370.0603700229277,86.99347535566994,39.764366525881584,10.671615888599971,0.7120355695275278,0.8368529556797586,-98.17694483501009,290.3514894065004,-60.60410332353265
b3,597934.159783277,-1706098.5374005146,400404.16335109057,514707.4104864899,4193142.658966723,94919.66760067183,-13130.749072166676,58593.03551579752,-854100.2211721553,3671332.507131479,-1093442.0764387352,141731.56393491357,2711.8827109118015,82.80363232037661,24.613139761721992,2.709642539528431,1.048628576748175,335.3849389107874,-444.23726767783734,321.56790166067094
