,Omegam,Omegab,h,ns,sigma8,mnu,Neff,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,AIA,betaIA,etaIA
Omegam,21301610.459965546,-14832157.682657314,3752023.7616906636,5467272.80549408,25500074.20103464,413560.74620672,-119358.47920222908,-897276.9779201301,310097.2633944412,597901.446825029,760289.9547309213,837308.3796714493,920252.8859722619,839606.8359743675,956666.4974615687,865508.400029681,541173.1971455581,16786.71337141838,9546.890494347741,29444.494680028005
Omegab,-14832157.682657314,22417850.65612947,-5586366.05419302,-8014189.113809593,-37847626.25209943,-627560.1165736916,180048.57803663632,-2520067.477664682,-1926481.1957942352,-1586169.1409472916,-1553679.4893386865,-1471396.7229215053,-1483202.0156402758,-1278624.5342251118,-1394402.6482974482,-1209174.2687602043,-710271.2122321425,208.51783393436287,-2049.1729836882573,-459.27414433964225
h,3752023.7616906636,-5586366.05419302,1407754.2889322962,2040296.7556250135,9594321.104253748,160924.9490031786,-44972.074999402124,660161.8950744981,490178.59363908065,399498.1227022719,389726.02838465315,368590.70606277,371348.5021410178,320180.055184709,349198.7861737998,302193.32558619423,175947.38916832465,-96.14468960732847,541.1143559182917,58.142509628475636
ns,5467272.80549408,-8014189.113809593,2040296.7556250135,3037480.2162143863,14117984.662786424,240872.81644310054,-64346.22072353162,1134305.0064607926,782565.224681713,606267.0689361289,568673.9830843895,520647.88899258606,509992.71704674093,429595.91339724103,458450.04210384155,386578.96657301526,217150.70016373027,-300.8962606770043,952.9660599746262,-99.85265232673997
sigma8,25500074.20103464,-37847626.25209943,9594321.104253748,14117984.662786424,78763232.30145144,1408838.5439575172,-299312.7190880154,5936529.495084119,5024829.343109648,3962897.2780735632,3619494.782883579,3162034.642631447,2937733.998776607,2352419.920707589,2406217.3534114226,1990944.3589278925,1208980.944028771,348.9435690433294,3128.577948859901,1734.244971812378
mnu,413560.74620672,-627560.1165736916,160924.9490031786,240872.81644310054,1408838.5439575172,28505.508618110936,-4893.043835178325,70553.9475109937,83483.43504897856,72597.27090450446,69352.19284600297,61767.61421791672,57729.62550730244,46157.3022599704,46952.807874451886,38881.951201476295,24951.43900913871,37.52362051339591,32.863216804155485,70.29352370098115
Neff,-119358.47920222908,180048.57803663632,-44972.074999402124,-64346.22072353162,-299312.7190880154,-4893.043835178325,1457.1700975370152,-20233.882460721336,-15033.284378448008,-12328.541553222178,-12110.480528444668,-11534.90922062666,-11701.61911293308,-10143.964464940611,-11110.065472557517,-9652.446046320567,-5619.79672052377,2.9839423888049645,-16.67579276455047,-1.7570658547256364
b1,-897276.9779201301,-2520067.477664682,660161.8950744981,1134305.0064607926,5936529.495084119,70553.9475109937,-20233.882460721336,3552976.4862323124,358585.5219728213,7605.345533285847,2893.1150848573398,512.7361593128126,150.46668388112644,64.20270678152377,30.4189243919015,2.8952279284838585,4.60705770035303,83.09515033452304,-234.48540951615433,47.999964902425106
b2,310097.2633944412,-1926481.1957942352,490178.59363908065,782565.224681713,5024829.343109648,83483.43504897856,-15033.284378448008,358585.5219728213,1866463.9909101208,350833.6530160826,9406.608069758213,2307.8726277588003,359.25657702651785,32.446539676625356,12.043362172988095,1.6620683610560136,1.6587345632221233,-24.599018145144985,20.34549852010652,-25.802021671528312
b3,597901.446825029,-1586169.1409472916,399498.1227022719,606267.0689361289,3962897.2780735632,72597.27090450446,-12328.541553222178,7605.345533285847,350833.6530160826,1133781.4567957728,335785.85250500625,8814.750350766692,2007.6218883535803,269.66442878088384,29.450945265041096,6.083002242787689,0.7585526265026966,20.670824436895124,-5.347551174515134,20.051088740192032
b4,760289.9547309213,-1553679.4893386865,389726.02838465315,568673.9830843895,3619494.782883579,69352.19284600297,-12110.480528444668,2893.1150848573398,9406.608069758213,335785.85250500625,927179.919647705,296730.10151099256,10641.29662501629,1762.3088197692232,233.52504644206655,17.467127562005068,4.821252168924416,10.978365307409819,-19.45937610752619,9.74973468592563
b5,837308.3796714493,-1471396.7229215053,368590.70606277,520647.88899258606,3162034.642631447,61767.61421791672,-11534.90922062666,512.7361593128126,2307.8726277588003,8814.750350766692,296730.10151099256,746387.2453345932,263096.15191296086,8401.233691792351,1619.726163063757,128.92244693591485,10.742589036166006,-2.0921995926480337,1.9912689796899166,2.8668583676604786
b6,920252.8859722619,-1483202.0156402758,371348.5021410178,509992.71704674093,2937733.998776607,57729.62550730244,-11701.61911293308,150.46668388112644,359.25657702651785,2007.6218883535803,10641.29662501629,263096.15191296086,685557.007403045,226651.75077431157,11629.81439641435,999.6372183497009,72.64967053024907,38.263749926058495,-54.02477497315382,40.722651673880314
b7,839606.8359743675,-1278624.5342251118,320180.055184709,429595.91339724103,2352419.920707589,46157.3022599704,-10143.964464940611,64.20270678152377,32.446539676625356,269.66442878088384,1762.3088197692232,8401.233691792351,226651.75077431157,509023.53080741834,192797.78669303266,4828.867473306949,368.3036328160125,40.989108890170925,-51.50871375000769,49.1033432049165
b8,956666.4974615687,-1394402.6482974482,349198.7861737998,458450.04210384155,2406217.3534114226,46952.807874451886,-11110.065472557517,30.4189243919015,12.043362172988095,29.450945265041096,233.52504644206655,1619.726163063757,11629.81439641435,192797.78669303266,598615.2661640738,147075.03303575015,2705.4453649710645,58.26435131507638,-14.207499689239999,86.92931833611314
b9,865508.400029681,-1209174.2687602043,302193.32558619423,386578.96657301526,1990944.3589278925,38881.951201476295,-9652.446046320567,2.8952279284838585,1.6620683610560136,6.083002242787689,17.467127562005068,128.92244693591485,999.6372183497009,4828.867473306949,147075.03303575015,558277.5283401656,73485.97318138556,-36.618241512288336,-25.254661297094223,-76.18902239187915
b10,541173.1971455581,-710271.2122321425,175947.38916832465,217150.70016373027,1208980.944028771,24951.43900913871,-5619.79672052377,4.60705770035303,1.6587345632221233,0.7585526265026966,4.821252168924416,10.742589036166006,72.64967053024907,368.3036328160125,2705.4453649710645,73485.97318138556,390522.178217857,-238.0999134640726,-137.9458943911,-416.36584114010907
AIA,16786.71337141838,208.51783393436287,-96.14468960732847,-300.8962606770043,348.9435690433294,37.52362051339591,2.9839423888049645,83.09515033452304,-24.599018145144985,20.670824436895124,10.978365307409819,-2.0921995926480337,38.263749926058495,40.989108890170925,58.26435131507638,-36.618241512288336,-238.0999134640726,3354.050945444047,554.6088069037421,5371.18877949167
betaIA,9546.890494347741,-2049.1729836882573,541.1143559182917,952.9660599746262,3128.577948859901,32.863216804155485,-16.67579276455047,-234.48540951615433,20.34549852010652,-5.347551174515134,-19.45937610752619,1.9912689796899166,-54.02477497315382,-51.50871375000769,-14.207499689239999,-25.254661297094223,-137.9458943911,554.6088069037421,1385.7755719424936,1368.5142455182283
etaIA,29444.494680028005,-459.27414433964225,58.142509628475636,-99.85265232673997,1734.244971812378,70.29352370098115,-1.7570658547256364,47.999964902425106,-25.802021671528312,20.051088740192032,9.74973468592563,2.8668583676604786,40.722651673880314,49.1033432049165,86.92931833611314,-76.18902239187915,-416.36584114010907,5371.18877949167,1368.5142455182283,8782.247884929518
